TimePeriod,Area_Name,Indicator_Name,Data_Value,Subgroup_Val
2005, Madhya Pradesh,Actual Strength - Male,0,Other Cadres
2005, Madhya Pradesh,Actual Strength - Male,0,Other Jail Cadre Staff
2005, Madhya Pradesh,Actual Strength - Male,37,Other Medical Staff
2005, Madhya Pradesh,Actual Strength - Male,82,Other Non-Gazetted Staff
2005, Madhya Pradesh,Actual Strength - Male,4,Other Officers
2005, Madhya Pradesh,Actual Strength - Male,0,Pharmacists
2005, Madhya Pradesh,Actual Strength - Male,11,Probation Officer and Welfare Officer
2005, Madhya Pradesh,Actual Strength - Male,0,Psychologists and Psychiatrists
2005, Madhya Pradesh,Actual Strength - Male,17,Resident Medical Officer
2005, Madhya Pradesh,Actual Strength - Male,29,Social Worker and Other Correctional Staff
2005, Madhya Pradesh,Actual Strength - Male,21,Supdt.
2005, Madhya Pradesh,Actual Strength - Male,3207,Total Strength of Officials
2005, Madhya Pradesh,Actual Strength - Male,2381,Warders
2005, Gujarat,Actual Strength - Male,0,A.I.G.
2005, Gujarat,Actual Strength - Male,0,Assistant Jailor
2005, Gujarat,Actual Strength - Male,17,Assistant Supdt.
2005, Gujarat,Actual Strength - Male,1,"D.G., Addl. D.G. and I.G."
2005, Gujarat,Actual Strength - Male,1,D.I.G.
2005, Gujarat,Actual Strength - Male,0,Dy. Jailor
2005, Gujarat,Actual Strength - Male,1,Dy. Supdt.
2005, Gujarat,Actual Strength - Male,0,Head Matron
2005, Gujarat,Actual Strength - Male,233,Head Warders
2005, Gujarat,Actual Strength - Male,41,Jailor
2005, Gujarat,Actual Strength - Male,0,Lab Technician and Lab Attendant
2005, Gujarat,Actual Strength - Male,0,Matron
2005, Gujarat,Actual Strength - Male,11,Medical Officer
2005, Gujarat,Actual Strength - Male,6,Officers
2005, Gujarat,Actual Strength - Male,31,Other Cadres
2005, Gujarat,Actual Strength - Male,0,Other Jail Cadre Staff
2005, Gujarat,Actual Strength - Male,0,Other Medical Staff
2005, Gujarat,Actual Strength - Male,147,Other Non-Gazetted Staff
2005, Gujarat,Actual Strength - Male,1,Other Officers
2005, Gujarat,Actual Strength - Male,7,Pharmacists
2005, Gujarat,Actual Strength - Male,0,Probation Officer and Welfare Officer
2005, Gujarat,Actual Strength - Male,0,Psychologists and Psychiatrists
2005, Gujarat,Actual Strength - Male,0,Resident Medical Officer
2005, Gujarat,Actual Strength - Male,31,Social Worker and Other Correctional Staff
2005, Gujarat,Actual Strength - Male,3,Supdt.
2005, Gujarat,Actual Strength - Male,909,Total Strength of Officials
2005, Gujarat,Actual Strength - Male,378,Warders
2005,Daman & Diu,Actual Strength - Male,0,A.I.G.
2005,Daman & Diu,Actual Strength - Male,0,Assistant Jailor
2005,Daman & Diu,Actual Strength - Male,0,Assistant Supdt.
2005,Daman & Diu,Actual Strength - Male,0,"D.G., Addl. D.G. and I.G."
2005,Daman & Diu,Actual Strength - Male,0,D.I.G.
2005,Daman & Diu,Actual Strength - Male,0,Dy. Jailor
2005,Daman & Diu,Actual Strength - Male,0,Dy. Supdt.
2005,Daman & Diu,Actual Strength - Male,0,Head Matron
2005,Daman & Diu,Actual Strength - Male,0,Head Warders
2005,Daman & Diu,Actual Strength - Male,0,Jailor
2005,Daman & Diu,Actual Strength - Male,0,Lab Technician and Lab Attendant
2005,Daman & Diu,Actual Strength - Male,0,Matron
2005,Daman & Diu,Actual Strength - Male,0,Medical Officer
2005,Daman & Diu,Actual Strength - Male,0,Officers
2005,Daman & Diu,Actual Strength - Male,2,Other Cadres
2005,Daman & Diu,Actual Strength - Male,0,Other Jail Cadre Staff
2005,Daman & Diu,Actual Strength - Male,0,Other Medical Staff
2005,Daman & Diu,Actual Strength - Male,3,Other Non-Gazetted Staff
2005,Daman & Diu,Actual Strength - Male,0,Other Officers
2005,Daman & Diu,Actual Strength - Male,0,Pharmacists
2005,Daman & Diu,Actual Strength - Male,0,Probation Officer and Welfare Officer
2005,Daman & Diu,Actual Strength - Male,0,Psychologists and Psychiatrists
2005,Daman & Diu,Actual Strength - Male,0,Resident Medical Officer
2005,Daman & Diu,Actual Strength - Male,0,Social Worker and Other Correctional Staff
2005,Daman & Diu,Actual Strength - Male,0,Supdt.
2005,Daman & Diu,Actual Strength - Male,13,Total Strength of Officials
2005,Daman & Diu,Actual Strength - Male,8,Warders
2005,Dadra & Nagar Haveli,Actual Strength - Male,0,A.I.G.
2005,Dadra & Nagar Haveli,Actual Strength - Male,0,Assistant Jailor
2005,Dadra & Nagar Haveli,Actual Strength - Male,0,Assistant Supdt.
2005,Dadra & Nagar Haveli,Actual Strength - Male,0,"D.G., Addl. D.G. and I.G."
2005,Dadra & Nagar Haveli,Actual Strength - Male,0,D.I.G.
2005,Dadra & Nagar Haveli,Actual Strength - Male,0,Dy. Jailor
2005,Dadra & Nagar Haveli,Actual Strength - Male,0,Dy. Supdt.
2005,Dadra & Nagar Haveli,Actual Strength - Male,0,Head Matron
2005,Dadra & Nagar Haveli,Actual Strength - Male,0,Head Warders
2005,Dadra & Nagar Haveli,Actual Strength - Male,0,Jailor
2005,Dadra & Nagar Haveli,Actual Strength - Male,0,Lab Technician and Lab Attendant
2005,Dadra & Nagar Haveli,Actual Strength - Male,0,Matron
2005,Dadra & Nagar Haveli,Actual Strength - Male,0,Medical Officer
2005,Dadra & Nagar Haveli,Actual Strength - Male,0,Officers
2005,Dadra & Nagar Haveli,Actual Strength - Male,0,Other Cadres
2005,Dadra & Nagar Haveli,Actual Strength - Male,0,Other Jail Cadre Staff
2005,Dadra & Nagar Haveli,Actual Strength - Male,0,Other Medical Staff
2005,Dadra & Nagar Haveli,Actual Strength - Male,0,Other Non-Gazetted Staff
2005,Dadra & Nagar Haveli,Actual Strength - Male,0,Other Officers
2005,Dadra & Nagar Haveli,Actual Strength - Male,0,Pharmacists
2005,Dadra & Nagar Haveli,Actual Strength - Male,0,Probation Officer and Welfare Officer
2005,Dadra & Nagar Haveli,Actual Strength - Male,0,Psychologists and Psychiatrists
2005,Dadra & Nagar Haveli,Actual Strength - Male,0,Resident Medical Officer
2005,Dadra & Nagar Haveli,Actual Strength - Male,0,Social Worker and Other Correctional Staff
2005,Dadra & Nagar Haveli,Actual Strength - Male,0,Supdt.
2005,Dadra & Nagar Haveli,Actual Strength - Male,0,Total Strength of Officials
2005,Dadra & Nagar Haveli,Actual Strength - Male,0,Warders
2005, Maharashtra,Actual Strength - Male,0,A.I.G.
2005, Maharashtra,Actual Strength - Male,101,Assistant Jailor
2005, Maharashtra,Actual Strength - Male,0,Assistant Supdt.
2005, Maharashtra,Actual Strength - Male,1,"D.G., Addl. D.G. and I.G."
2005, Maharashtra,Actual Strength - Male,4,D.I.G.
2005, Maharashtra,Actual Strength - Male,0,Dy. Jailor
2005, Maharashtra,Actual Strength - Male,25,Dy. Supdt.
2005, Maharashtra,Actual Strength - Male,0,Head Matron
2005, Maharashtra,Actual Strength - Male,404,Head Warders
2005, Maharashtra,Actual Strength - Male,207,Jailor
2005, Maharashtra,Actual Strength - Male,0,Lab Technician and Lab Attendant
2005, Maharashtra,Actual Strength - Male,0,Matron
2005, Maharashtra,Actual Strength - Male,0,Medical Officer
2005, Maharashtra,Actual Strength - Male,14,Officers
2005, Maharashtra,Actual Strength - Male,167,Other Cadres
2005, Maharashtra,Actual Strength - Male,48,Other Jail Cadre Staff
2005, Maharashtra,Actual Strength - Male,0,Other Medical Staff
2005, Maharashtra,Actual Strength - Male,331,Other Non-Gazetted Staff
2005, Maharashtra,Actual Strength - Male,0,Other Officers
2005, Maharashtra,Actual Strength - Male,30,Pharmacists
2005, Maharashtra,Actual Strength - Male,0,Probation Officer and Welfare Officer
2005, Maharashtra,Actual Strength - Male,0,Psychologists and Psychiatrists
2005, Maharashtra,Actual Strength - Male,33,Resident Medical Officer
2005, Maharashtra,Actual Strength - Male,6,Social Worker and Other Correctional Staff
2005, Maharashtra,Actual Strength - Male,6,Supdt.
2005, Maharashtra,Actual Strength - Male,3612,Total Strength of Officials
2005, Maharashtra,Actual Strength - Male,2235,Warders
2005, Andhra Pradesh,Actual Strength - Male,0,A.I.G.
2005, Andhra Pradesh,Actual Strength - Male,0,Assistant Jailor
2005, Andhra Pradesh,Actual Strength - Male,1,Assistant Supdt.
2005, Andhra Pradesh,Actual Strength - Male,1,"D.G., Addl. D.G. and I.G."
2005, Andhra Pradesh,Actual Strength - Male,2,D.I.G.
2005, Andhra Pradesh,Actual Strength - Male,152,Dy. Jailor
2005, Andhra Pradesh,Actual Strength - Male,38,Dy. Supdt.
2005, Andhra Pradesh,Actual Strength - Male,0,Head Matron
2005, Andhra Pradesh,Actual Strength - Male,441,Head Warders
2005, Andhra Pradesh,Actual Strength - Male,43,Jailor
2005, Andhra Pradesh,Actual Strength - Male,7,Lab Technician and Lab Attendant
2005, Andhra Pradesh,Actual Strength - Male,0,Matron
2005, Andhra Pradesh,Actual Strength - Male,0,Medical Officer
2005, Andhra Pradesh,Actual Strength - Male,4,Officers
2005, Andhra Pradesh,Actual Strength - Male,330,Other Cadres
2005, Andhra Pradesh,Actual Strength - Male,24,Other Jail Cadre Staff
2005, Andhra Pradesh,Actual Strength - Male,19,Other Medical Staff
2005, Andhra Pradesh,Actual Strength - Male,269,Other Non-Gazetted Staff
2005, Andhra Pradesh,Actual Strength - Male,2,Other Officers
2005, Andhra Pradesh,Actual Strength - Male,24,Pharmacists
2005, Andhra Pradesh,Actual Strength - Male,0,Probation Officer and Welfare Officer
2005, Andhra Pradesh,Actual Strength - Male,0,Psychologists and Psychiatrists
2005, Andhra Pradesh,Actual Strength - Male,26,Resident Medical Officer
2005, Andhra Pradesh,Actual Strength - Male,0,Social Worker and Other Correctional Staff
2005, Andhra Pradesh,Actual Strength - Male,10,Supdt.
2005, Andhra Pradesh,Actual Strength - Male,2971,Total Strength of Officials
2005, Andhra Pradesh,Actual Strength - Male,1578,Warders
2005, Karnataka,Actual Strength - Male,0,A.I.G.
2005, Karnataka,Actual Strength - Male,0,Assistant Jailor
2005, Karnataka,Actual Strength - Male,11,Assistant Supdt.
2005, Karnataka,Actual Strength - Male,1,"D.G., Addl. D.G. and I.G."
2005, Karnataka,Actual Strength - Male,2,D.I.G.
2005, Karnataka,Actual Strength - Male,0,Dy. Jailor
2005, Karnataka,Actual Strength - Male,0,Dy. Supdt.
2005, Karnataka,Actual Strength - Male,0,Head Matron
2005, Karnataka,Actual Strength - Male,190,Head Warders
2005, Karnataka,Actual Strength - Male,70,Jailor
2005, Karnataka,Actual Strength - Male,4,Lab Technician and Lab Attendant
2005, Karnataka,Actual Strength - Male,2,Matron
2005, Karnataka,Actual Strength - Male,10,Medical Officer
2005, Karnataka,Actual Strength - Male,7,Officers
2005, Karnataka,Actual Strength - Male,148,Other Cadres
2005, Karnataka,Actual Strength - Male,20,Other Jail Cadre Staff
2005, Karnataka,Actual Strength - Male,9,Other Medical Staff
2005, Karnataka,Actual Strength - Male,142,Other Non-Gazetted Staff
2005, Karnataka,Actual Strength - Male,1,Other Officers
2005, Karnataka,Actual Strength - Male,14,Pharmacists
2005, Karnataka,Actual Strength - Male,0,Probation Officer and Welfare Officer
2005, Karnataka,Actual Strength - Male,1,Psychologists and Psychiatrists
2005, Karnataka,Actual Strength - Male,0,Resident Medical Officer
2005, Karnataka,Actual Strength - Male,0,Social Worker and Other Correctional Staff
2005, Karnataka,Actual Strength - Male,9,Supdt.
2005, Karnataka,Actual Strength - Male,1362,Total Strength of Officials
2005, Karnataka,Actual Strength - Male,721,Warders
2005, Goa,Actual Strength - Male,1,A.I.G.
2005, Goa,Actual Strength - Male,8,Assistant Jailor
2005, Goa,Actual Strength - Male,2,Assistant Supdt.
2005, Goa,Actual Strength - Male,0,"D.G., Addl. D.G. and I.G."
2005, Goa,Actual Strength - Male,0,D.I.G.
2005, Goa,Actual Strength - Male,0,Dy. Jailor
2005, Goa,Actual Strength - Male,0,Dy. Supdt.
2005, Goa,Actual Strength - Male,0,Head Matron
2005, Goa,Actual Strength - Male,0,Head Warders
2005, Goa,Actual Strength - Male,8,Jailor
2005, Goa,Actual Strength - Male,0,Lab Technician and Lab Attendant
2005, Goa,Actual Strength - Male,0,Matron
2005, Goa,Actual Strength - Male,0,Medical Officer
2005, Goa,Actual Strength - Male,0,Officers
2005, Goa,Actual Strength - Male,0,Other Cadres
2005, Goa,Actual Strength - Male,124,Other Jail Cadre Staff
2005, Goa,Actual Strength - Male,1,Other Medical Staff
2005, Goa,Actual Strength - Male,24,Other Non-Gazetted Staff
2005, Goa,Actual Strength - Male,0,Other Officers
2005, Goa,Actual Strength - Male,0,Pharmacists
2005, Goa,Actual Strength - Male,0,Probation Officer and Welfare Officer
2005, Goa,Actual Strength - Male,0,Psychologists and Psychiatrists
2005, Goa,Actual Strength - Male,0,Resident Medical Officer
2005, Goa,Actual Strength - Male,0,Social Worker and Other Correctional Staff
2005, Goa,Actual Strength - Male,1,Supdt.
2005, Goa,Actual Strength - Male,169,Total Strength of Officials
2005, Goa,Actual Strength - Male,0,Warders
2005,Lakshadweep,Actual Strength - Male,0,A.I.G.
2005,Lakshadweep,Actual Strength - Male,0,Assistant Jailor
2005,Lakshadweep,Actual Strength - Male,0,Assistant Supdt.
2005,Lakshadweep,Actual Strength - Male,0,"D.G., Addl. D.G. and I.G."
2005,Lakshadweep,Actual Strength - Male,0,D.I.G.
2005,Lakshadweep,Actual Strength - Male,0,Dy. Jailor
2005,Lakshadweep,Actual Strength - Male,0,Dy. Supdt.
2005,Lakshadweep,Actual Strength - Male,0,Head Matron
2005,Lakshadweep,Actual Strength - Male,0,Head Warders
2005,Lakshadweep,Actual Strength - Male,0,Jailor
2005,Lakshadweep,Actual Strength - Male,0,Lab Technician and Lab Attendant
2005,Lakshadweep,Actual Strength - Male,0,Matron
2005,Lakshadweep,Actual Strength - Male,0,Medical Officer
2005,Lakshadweep,Actual Strength - Male,0,Officers
2005,Lakshadweep,Actual Strength - Male,0,Other Cadres
2005,Lakshadweep,Actual Strength - Male,0,Other Jail Cadre Staff
2005,Lakshadweep,Actual Strength - Male,0,Other Medical Staff
2005,Lakshadweep,Actual Strength - Male,0,Other Non-Gazetted Staff
2005,Lakshadweep,Actual Strength - Male,0,Other Officers
2005,Lakshadweep,Actual Strength - Male,0,Pharmacists
2005,Lakshadweep,Actual Strength - Male,0,Probation Officer and Welfare Officer
2005,Lakshadweep,Actual Strength - Male,0,Psychologists and Psychiatrists
2005,Lakshadweep,Actual Strength - Male,0,Resident Medical Officer
2005,Lakshadweep,Actual Strength - Male,0,Social Worker and Other Correctional Staff
2005,Lakshadweep,Actual Strength - Male,0,Supdt.
2005,Lakshadweep,Actual Strength - Male,0,Total Strength of Officials
2005,Lakshadweep,Actual Strength - Male,0,Warders
2005, Kerala,Actual Strength - Male,0,A.I.G.
2005, Kerala,Actual Strength - Male,84,Assistant Jailor
2005, Kerala,Actual Strength - Male,0,Assistant Supdt.
2005, Kerala,Actual Strength - Male,1,"D.G., Addl. D.G. and I.G."
2005, Kerala,Actual Strength - Male,3,D.I.G.
2005, Kerala,Actual Strength - Male,15,Dy. Jailor
2005, Kerala,Actual Strength - Male,1,Dy. Supdt.
2005, Kerala,Actual Strength - Male,0,Head Matron
2005, Kerala,Actual Strength - Male,234,Head Warders
2005, Kerala,Actual Strength - Male,11,Jailor
2005, Kerala,Actual Strength - Male,4,Lab Technician and Lab Attendant
2005, Kerala,Actual Strength - Male,0,Matron
2005, Kerala,Actual Strength - Male,30,Medical Officer
2005, Kerala,Actual Strength - Male,5,Officers
2005, Kerala,Actual Strength - Male,0,Other Cadres
2005, Kerala,Actual Strength - Male,55,Other Jail Cadre Staff
2005, Kerala,Actual Strength - Male,3,Other Medical Staff
2005, Kerala,Actual Strength - Male,20,Other Non-Gazetted Staff
2005, Kerala,Actual Strength - Male,0,Other Officers
2005, Kerala,Actual Strength - Male,6,Pharmacists
2005, Kerala,Actual Strength - Male,8,Probation Officer and Welfare Officer
2005, Kerala,Actual Strength - Male,0,Psychologists and Psychiatrists
2005, Kerala,Actual Strength - Male,3,Resident Medical Officer
2005, Kerala,Actual Strength - Male,0,Social Worker and Other Correctional Staff
2005, Kerala,Actual Strength - Male,5,Supdt.
2005, Kerala,Actual Strength - Male,1176,Total Strength of Officials
2005, Kerala,Actual Strength - Male,688,Warders
2005, Tamil Nadu,Actual Strength - Male,0,A.I.G.
2005, Tamil Nadu,Actual Strength - Male,135,Assistant Jailor
2005, Tamil Nadu,Actual Strength - Male,9,Assistant Supdt.
2005, Tamil Nadu,Actual Strength - Male,1,"D.G., Addl. D.G. and I.G."
2005, Tamil Nadu,Actual Strength - Male,4,D.I.G.
2005, Tamil Nadu,Actual Strength - Male,30,Dy. Jailor
2005, Tamil Nadu,Actual Strength - Male,0,Dy. Supdt.
2005, Tamil Nadu,Actual Strength - Male,0,Head Matron
2005, Tamil Nadu,Actual Strength - Male,394,Head Warders
2005, Tamil Nadu,Actual Strength - Male,8,Jailor
2005, Tamil Nadu,Actual Strength - Male,2,Lab Technician and Lab Attendant
2005, Tamil Nadu,Actual Strength - Male,0,Matron
2005, Tamil Nadu,Actual Strength - Male,11,Medical Officer
2005, Tamil Nadu,Actual Strength - Male,6,Officers
2005, Tamil Nadu,Actual Strength - Male,17,Other Cadres
2005, Tamil Nadu,Actual Strength - Male,0,Other Jail Cadre Staff
2005, Tamil Nadu,Actual Strength - Male,13,Other Medical Staff
2005, Tamil Nadu,Actual Strength - Male,300,Other Non-Gazetted Staff
2005, Tamil Nadu,Actual Strength - Male,0,Other Officers
2005, Tamil Nadu,Actual Strength - Male,11,Pharmacists
2005, Tamil Nadu,Actual Strength - Male,49,Probation Officer and Welfare Officer
2005, Tamil Nadu,Actual Strength - Male,2,Psychologists and Psychiatrists
2005, Tamil Nadu,Actual Strength - Male,8,Resident Medical Officer
2005, Tamil Nadu,Actual Strength - Male,0,Social Worker and Other Correctional Staff
2005, Tamil Nadu,Actual Strength - Male,3,Supdt.
2005, Tamil Nadu,Actual Strength - Male,3222,Total Strength of Officials
2005, Tamil Nadu,Actual Strength - Male,2219,Warders
2005,Puducherry,Actual Strength - Male,0,A.I.G.
2005,Puducherry,Actual Strength - Male,0,Assistant Jailor
2005,Puducherry,Actual Strength - Male,2,Assistant Supdt.
2005,Puducherry,Actual Strength - Male,1,"D.G., Addl. D.G. and I.G."
2005,Puducherry,Actual Strength - Male,1,D.I.G.
2005,Puducherry,Actual Strength - Male,0,Dy. Jailor
2005,Puducherry,Actual Strength - Male,1,Dy. Supdt.
2005,Puducherry,Actual Strength - Male,0,Head Matron
2005,Puducherry,Actual Strength - Male,8,Head Warders
2005,Puducherry,Actual Strength - Male,0,Jailor
2005,Puducherry,Actual Strength - Male,0,Lab Technician and Lab Attendant
2005,Puducherry,Actual Strength - Male,0,Matron
2005,Puducherry,Actual Strength - Male,1,Medical Officer
2005,Puducherry,Actual Strength - Male,0,Officers
2005,Puducherry,Actual Strength - Male,2,Other Cadres
2005,Puducherry,Actual Strength - Male,7,Other Jail Cadre Staff
2005,Puducherry,Actual Strength - Male,0,Other Medical Staff
2005,Puducherry,Actual Strength - Male,6,Other Non-Gazetted Staff
2005,Puducherry,Actual Strength - Male,0,Other Officers
2005,Puducherry,Actual Strength - Male,0,Pharmacists
2005,Puducherry,Actual Strength - Male,0,Probation Officer and Welfare Officer
2005,Puducherry,Actual Strength - Male,0,Psychologists and Psychiatrists
2005,Puducherry,Actual Strength - Male,0,Resident Medical Officer
2005,Puducherry,Actual Strength - Male,0,Social Worker and Other Correctional Staff
2005,Puducherry,Actual Strength - Male,1,Supdt.
2005,Puducherry,Actual Strength - Male,92,Total Strength of Officials
2005,Puducherry,Actual Strength - Male,62,Warders
2005,Andaman & Nicobar Islands,Actual Strength - Male,0,A.I.G.
2005,Andaman & Nicobar Islands,Actual Strength - Male,0,Assistant Jailor
2005,Andaman & Nicobar Islands,Actual Strength - Male,0,Assistant Supdt.
2005,Andaman & Nicobar Islands,Actual Strength - Male,0,"D.G., Addl. D.G. and I.G."
2005,Andaman & Nicobar Islands,Actual Strength - Male,0,D.I.G.
2005,Andaman & Nicobar Islands,Actual Strength - Male,1,Dy. Jailor
2005,Andaman & Nicobar Islands,Actual Strength - Male,1,Dy. Supdt.
2005,Andaman & Nicobar Islands,Actual Strength - Male,0,Head Matron
2005,Andaman & Nicobar Islands,Actual Strength - Male,14,Head Warders
2005,Andaman & Nicobar Islands,Actual Strength - Male,1,Jailor
2005,Andaman & Nicobar Islands,Actual Strength - Male,0,Lab Technician and Lab Attendant
2005,Andaman & Nicobar Islands,Actual Strength - Male,0,Matron
2005,Andaman & Nicobar Islands,Actual Strength - Male,1,Medical Officer
2005,Andaman & Nicobar Islands,Actual Strength - Male,0,Officers
2005,Andaman & Nicobar Islands,Actual Strength - Male,0,Other Cadres
2005,Andaman & Nicobar Islands,Actual Strength - Male,19,Other Jail Cadre Staff
2005,Andaman & Nicobar Islands,Actual Strength - Male,0,Other Medical Staff
2005,Andaman & Nicobar Islands,Actual Strength - Male,18,Other Non-Gazetted Staff
2005,Andaman & Nicobar Islands,Actual Strength - Male,0,Other Officers
2005,Andaman & Nicobar Islands,Actual Strength - Male,1,Pharmacists
2005,Andaman & Nicobar Islands,Actual Strength - Male,0,Probation Officer and Welfare Officer
2005,Andaman & Nicobar Islands,Actual Strength - Male,0,Psychologists and Psychiatrists
2005,Andaman & Nicobar Islands,Actual Strength - Male,0,Resident Medical Officer
2005,Andaman & Nicobar Islands,Actual Strength - Male,3,Social Worker and Other Correctional Staff
2005,Andaman & Nicobar Islands,Actual Strength - Male,1,Supdt.
2005,Andaman & Nicobar Islands,Actual Strength - Male,121,Total Strength of Officials
2005,Andaman & Nicobar Islands,Actual Strength - Male,61,Warders
2006, Jammu & Kashmir,Actual Strength - Male,0,A.I.G.
2006, Jammu & Kashmir,Actual Strength - Male,0,Assistant Jailor
2006, Jammu & Kashmir,Actual Strength - Male,22,Assistant Supdt.
2006, Jammu & Kashmir,Actual Strength - Male,1,"D.G., Addl. D.G. and I.G."
2006, Jammu & Kashmir,Actual Strength - Male,1,D.I.G.
2006, Jammu & Kashmir,Actual Strength - Male,0,Dy. Jailor
2006, Jammu & Kashmir,Actual Strength - Male,5,Dy. Supdt.
2006, Jammu & Kashmir,Actual Strength - Male,0,Head Matron
2006, Jammu & Kashmir,Actual Strength - Male,699,Head Warders
2006, Jammu & Kashmir,Actual Strength - Male,0,Jailor
2006, Jammu & Kashmir,Actual Strength - Male,9,Lab Technician and Lab Attendant
2006, Jammu & Kashmir,Actual Strength - Male,0,Matron
2006, Jammu & Kashmir,Actual Strength - Male,0,Medical Officer
2006, Jammu & Kashmir,Actual Strength - Male,5,Officers
2006, Jammu & Kashmir,Actual Strength - Male,186,Other Cadres
2006, Jammu & Kashmir,Actual Strength - Male,9,Other Jail Cadre Staff
2006, Jammu & Kashmir,Actual Strength - Male,45,Other Medical Staff
2006, Jammu & Kashmir,Actual Strength - Male,15,Other Non-Gazetted Staff
2006, Jammu & Kashmir,Actual Strength - Male,6,Other Officers
2006, Jammu & Kashmir,Actual Strength - Male,17,Pharmacists
2006, Jammu & Kashmir,Actual Strength - Male,1,Probation Officer and Welfare Officer
2006, Jammu & Kashmir,Actual Strength - Male,0,Psychologists and Psychiatrists
2006, Jammu & Kashmir,Actual Strength - Male,0,Resident Medical Officer
2006, Jammu & Kashmir,Actual Strength - Male,0,Social Worker and Other Correctional Staff
2006, Jammu & Kashmir,Actual Strength - Male,12,Supdt.
2006, Jammu & Kashmir,Actual Strength - Male,1033,Total Strength of Officials
2006, Jammu & Kashmir,Actual Strength - Male,0,Warders
2006, Himachal Pradesh,Actual Strength - Male,0,A.I.G.
2006, Himachal Pradesh,Actual Strength - Male,0,Assistant Jailor
2006, Himachal Pradesh,Actual Strength - Male,11,Assistant Supdt.
2006, Himachal Pradesh,Actual Strength - Male,1,"D.G., Addl. D.G. and I.G."
2006, Himachal Pradesh,Actual Strength - Male,1,D.I.G.
2006, Himachal Pradesh,Actual Strength - Male,0,Dy. Jailor
2006, Himachal Pradesh,Actual Strength - Male,4,Dy. Supdt.
2006, Himachal Pradesh,Actual Strength - Male,0,Head Matron
2006, Himachal Pradesh,Actual Strength - Male,16,Head Warders
2006, Himachal Pradesh,Actual Strength - Male,0,Jailor
2006, Himachal Pradesh,Actual Strength - Male,0,Lab Technician and Lab Attendant
2006, Himachal Pradesh,Actual Strength - Male,0,Matron
2006, Himachal Pradesh,Actual Strength - Male,4,Medical Officer
2006, Himachal Pradesh,Actual Strength - Male,0,Officers
2006, Himachal Pradesh,Actual Strength - Male,19,Other Cadres
2006, Himachal Pradesh,Actual Strength - Male,0,Other Jail Cadre Staff
2006, Himachal Pradesh,Actual Strength - Male,1,Other Medical Staff
2006, Himachal Pradesh,Actual Strength - Male,37,Other Non-Gazetted Staff
2006, Himachal Pradesh,Actual Strength - Male,9,Other Officers
2006, Himachal Pradesh,Actual Strength - Male,8,Pharmacists
2006, Himachal Pradesh,Actual Strength - Male,0,Probation Officer and Welfare Officer
2006, Himachal Pradesh,Actual Strength - Male,0,Psychologists and Psychiatrists
2006, Himachal Pradesh,Actual Strength - Male,0,Resident Medical Officer
2006, Himachal Pradesh,Actual Strength - Male,0,Social Worker and Other Correctional Staff
2006, Himachal Pradesh,Actual Strength - Male,4,Supdt.
2006, Himachal Pradesh,Actual Strength - Male,241,Total Strength of Officials
2006, Himachal Pradesh,Actual Strength - Male,126,Warders
2006, Punjab,Actual Strength - Male,1,A.I.G.
2006, Punjab,Actual Strength - Male,0,Assistant Jailor
2006, Punjab,Actual Strength - Male,78,Assistant Supdt.
2006, Punjab,Actual Strength - Male,2,"D.G., Addl. D.G. and I.G."
2006, Punjab,Actual Strength - Male,1,D.I.G.
2006, Punjab,Actual Strength - Male,0,Dy. Jailor
2006, Punjab,Actual Strength - Male,16,Dy. Supdt.
2006, Punjab,Actual Strength - Male,0,Head Matron
2006, Punjab,Actual Strength - Male,348,Head Warders
2006, Punjab,Actual Strength - Male,26,Jailor
2006, Punjab,Actual Strength - Male,0,Lab Technician and Lab Attendant
2006, Punjab,Actual Strength - Male,0,Matron
2006, Punjab,Actual Strength - Male,16,Medical Officer
2006, Punjab,Actual Strength - Male,11,Officers
2006, Punjab,Actual Strength - Male,94,Other Cadres
2006, Punjab,Actual Strength - Male,0,Other Jail Cadre Staff
2006, Punjab,Actual Strength - Male,0,Other Medical Staff
2006, Punjab,Actual Strength - Male,172,Other Non-Gazetted Staff
2006, Punjab,Actual Strength - Male,0,Other Officers
2006, Punjab,Actual Strength - Male,18,Pharmacists
2006, Punjab,Actual Strength - Male,22,Probation Officer and Welfare Officer
2006, Punjab,Actual Strength - Male,0,Psychologists and Psychiatrists
2006, Punjab,Actual Strength - Male,0,Resident Medical Officer
2006, Punjab,Actual Strength - Male,0,Social Worker and Other Correctional Staff
2006, Punjab,Actual Strength - Male,7,Supdt.
2006, Punjab,Actual Strength - Male,2503,Total Strength of Officials
2006, Punjab,Actual Strength - Male,1691,Warders
2006,Chandigarh,Actual Strength - Male,0,A.I.G.
2006,Chandigarh,Actual Strength - Male,0,Assistant Jailor
2006,Chandigarh,Actual Strength - Male,1,Assistant Supdt.
2006,Chandigarh,Actual Strength - Male,0,"D.G., Addl. D.G. and I.G."
2006,Chandigarh,Actual Strength - Male,0,D.I.G.
2006,Chandigarh,Actual Strength - Male,0,Dy. Jailor
2006,Chandigarh,Actual Strength - Male,0,Dy. Supdt.
2006,Chandigarh,Actual Strength - Male,0,Head Matron
2006,Chandigarh,Actual Strength - Male,7,Head Warders
2006,Chandigarh,Actual Strength - Male,0,Jailor
2006,Chandigarh,Actual Strength - Male,0,Lab Technician and Lab Attendant
