State_UT_name,Year,Jail_Type,Male Convicts,Female_Convicts,Total_Convicts,Male_Under_trial,Female_Under_trial,Total_Under_trial,Male_Detenues,Female_Detenues,Total_Detenues,Male_Others,Female_Others,Total_Others,Total_Male,Total_Female,Grand_Total
Himachal Pradesh,2002,Borstal School,13,0,13,0,0,0,0,0,0,0,0,0,13,0,13
Himachal Pradesh,2002,Open Jail,33,0,33,0,0,0,0,0,0,0,0,0,33,0,33
Himachal Pradesh,2002,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2002,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2002,Total,412,7,419,458,20,478,0,0,0,0,0,0,870,27,897
Himachal Pradesh,2003,Central Jail,380,10,390,69,0,69,0,0,0,0,0,0,449,10,459
Himachal Pradesh,2003,District Jail,36,1,37,159,5,164,0,0,0,0,0,0,195,6,201
Himachal Pradesh,2003,Sub_Jail,14,1,15,255,14,269,0,0,0,0,0,0,269,15,284
Himachal Pradesh,2003,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2003,Borstal School,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4
Himachal Pradesh,2003,Open Jail,30,0,30,0,0,0,0,0,0,0,0,0,30,0,30
Himachal Pradesh,2003,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2003,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2003,Total,464,12,476,483,19,502,0,0,0,0,0,0,947,31,978
Himachal Pradesh,2004,Central Jail,426,16,442,111,1,112,0,0,0,0,0,0,537,17,554
Himachal Pradesh,2004,District Jail,65,1,66,125,5,130,0,0,0,0,0,0,190,6,196
Himachal Pradesh,2004,Sub_Jail,8,0,8,232,13,245,0,0,0,0,0,0,240,13,253
Himachal Pradesh,2004,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2004,Borstal School,5,0,5,0,0,0,0,0,0,0,0,0,5,0,5
Himachal Pradesh,2004,Open Jail,36,0,36,0,0,0,0,0,0,0,0,0,36,0,36
Himachal Pradesh,2004,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2004,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2004,Total,540,17,557,468,19,487,0,0,0,0,0,0,1008,36,1044
Himachal Pradesh,2005,Central Jail,450,14,464,126,1,127,0,0,0,0,0,0,576,15,591
Himachal Pradesh,2005,District Jail,89,2,91,125,9,134,0,0,0,0,0,0,214,11,225
Himachal Pradesh,2005,Sub_Jail,21,2,23,269,6,275,0,0,0,0,0,0,290,8,298
Himachal Pradesh,2005,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2005,Borstal School,20,0,20,0,0,0,0,0,0,0,0,0,20,0,20
Himachal Pradesh,2005,Open Jail,34,0,34,0,0,0,0,0,0,0,0,0,34,0,34
Himachal Pradesh,2005,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2005,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2005,Total,614,18,632,520,16,536,0,0,0,0,0,0,1134,34,1168
Himachal Pradesh,2006,Central Jail,543,17,560,161,2,163,0,0,0,0,0,0,704,19,723
Himachal Pradesh,2006,District Jail,122,6,128,135,8,143,0,0,0,0,0,0,257,14,271
Himachal Pradesh,2006,Sub_Jail,20,1,21,255,11,266,0,0,0,0,0,0,275,12,287
Himachal Pradesh,2006,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2006,Borstal School,17,0,17,0,0,0,0,0,0,0,0,0,17,0,17
Himachal Pradesh,2006,Open Jail,38,0,38,0,0,0,0,0,0,0,0,0,38,0,38
Himachal Pradesh,2006,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2006,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2006,Total,740,24,764,551,21,572,0,0,0,0,0,0,1291,45,1336
Himachal Pradesh,2007,Central Jail,608,26,634,142,5,147,0,0,0,0,0,0,750,31,781
Himachal Pradesh,2007,District Jail,150,8,158,129,8,137,0,0,0,0,0,0,279,16,295
Himachal Pradesh,2007,Sub_Jail,18,3,21,265,11,276,0,0,0,0,0,0,283,14,297
Himachal Pradesh,2007,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2007,Borstal School,13,0,13,0,0,0,0,0,0,0,0,0,13,0,13
Himachal Pradesh,2007,Open Jail,49,0,49,0,0,0,0,0,0,0,0,0,49,0,49
Himachal Pradesh,2007,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2007,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2007,Total,838,37,875,536,24,560,0,0,0,0,0,0,1374,61,1435
Himachal Pradesh,2008,Central Jail,592,22,614,98,6,104,0,0,0,0,0,0,690,28,718
Himachal Pradesh,2008,District Jail,179,6,185,129,11,140,0,0,0,0,0,0,308,17,325
Himachal Pradesh,2008,Sub_Jail,27,4,31,325,9,334,0,0,0,0,0,0,352,13,365
Himachal Pradesh,2008,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2008,Borstal School,10,0,10,0,0,0,0,0,0,0,0,0,10,0,10
Himachal Pradesh,2008,Open Jail,50,0,50,0,0,0,0,0,0,0,0,0,50,0,50
Himachal Pradesh,2008,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2008,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2008,Total,858,32,890,552,26,578,0,0,0,0,0,0,1410,58,1468
Himachal Pradesh,2009,Central Jail,555,25,580,143,3,146,0,0,0,0,0,0,698,28,726
Himachal Pradesh,2009,District Jail,163,7,170,184,6,190,0,0,0,0,0,0,347,13,360
Himachal Pradesh,2009,Sub_Jail,24,3,27,368,8,376,0,0,0,0,0,0,392,11,403
Himachal Pradesh,2009,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2009,Borstal School,10,0,10,0,0,0,0,0,0,0,0,0,10,0,10
Himachal Pradesh,2009,Open Jail,55,0,55,0,0,0,0,0,0,0,0,0,55,0,55
Himachal Pradesh,2009,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2009,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2009,Total,807,35,842,695,17,712,0,0,0,0,0,0,1502,52,1554
Himachal Pradesh,2010,Central Jail,644,22,666,163,5,168,0,0,0,0,0,0,807,27,834
Himachal Pradesh,2010,District Jail,202,4,206,124,6,130,0,0,0,0,0,0,326,10,336
Himachal Pradesh,2010,Sub_Jail,27,1,28,313,12,325,0,0,0,0,0,0,340,13,353
Himachal Pradesh,2010,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2010,Borstal School,9,0,9,0,0,0,0,0,0,0,0,0,9,0,9
Himachal Pradesh,2010,Open Jail,53,0,53,0,0,0,0,0,0,0,0,0,53,0,53
Himachal Pradesh,2010,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2010,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2010,Total,935,27,962,600,23,623,0,0,0,0,0,0,1535,50,1585
Himachal Pradesh,2011,Central Jail,556,16,572,170,5,175,0,0,0,0,0,0,726,21,747
Himachal Pradesh,2011,District Jail,196,5,201,107,12,119,0,0,0,0,0,0,303,17,320
Himachal Pradesh,2011,Sub_Jail,94,8,102,355,16,371,0,0,0,0,0,0,449,24,473
Himachal Pradesh,2011,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2011,Borstal School,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4
Himachal Pradesh,2011,Open Jail,63,0,63,0,0,0,0,0,0,0,0,0,63,0,63
Himachal Pradesh,2011,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2011,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2011,Total,913,29,942,632,33,665,0,0,0,0,0,0,1545,62,1607
Himachal Pradesh,2012,Central Jail,565,20,585,152,4,156,0,0,0,0,0,0,717,24,741
Himachal Pradesh,2012,District Jail,181,6,187,147,11,158,0,0,0,0,0,0,328,17,345
Himachal Pradesh,2012,Sub_Jail,96,10,106,428,22,450,0,0,0,0,0,0,524,32,556
Himachal Pradesh,2012,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2012,Borstal School,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3
Himachal Pradesh,2012,Open Jail,71,0,71,0,0,0,0,0,0,0,0,0,71,0,71
Himachal Pradesh,2012,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2012,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Himachal Pradesh,2012,Total,916,36,952,727,37,764,0,0,0,0,0,0,1643,73,1716
Jammu & Kashmir,2001,Central Jail,29,0,29,332,6,338,177,0,177,1,0,1,539,6,545
Jammu & Kashmir,2001,District Jail,82,5,87,672,27,699,220,2,222,2,0,2,976,34,1010
Jammu & Kashmir,2001,Sub_Jail,7,0,7,68,0,68,17,0,17,0,0,0,92,0,92
Jammu & Kashmir,2001,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2001,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2001,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2001,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2001,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2001,Total,118,5,123,1072,33,1105,414,2,416,3,0,3,1607,40,1647
Jammu & Kashmir,2002,Central Jail,40,0,40,386,12,398,262,0,262,1,0,1,689,12,701
Jammu & Kashmir,2002,District Jail,80,3,83,727,34,761,171,1,172,0,0,0,978,38,1016
Jammu & Kashmir,2002,Sub_Jail,6,0,6,70,0,70,10,0,10,0,0,0,86,0,86
Jammu & Kashmir,2002,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2002,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2002,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2002,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2002,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2002,Total,126,3,129,1183,46,1229,443,1,444,1,0,1,1753,50,1803
Jammu & Kashmir,2003,Central Jail,49,0,49,360,11,371,254,0,254,0,0,0,663,11,674
Jammu & Kashmir,2003,District Jail,113,1,114,843,53,896,134,0,134,0,0,0,1090,54,1144
Jammu & Kashmir,2003,Sub_Jail,5,0,5,63,0,63,9,0,9,0,0,0,77,0,77
Jammu & Kashmir,2003,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2003,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2003,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2003,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2003,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2003,Total,167,1,168,1266,64,1330,397,0,397,0,0,0,1830,65,1895
Jammu & Kashmir,2004,Central Jail,72,0,72,458,8,466,273,1,274,0,0,0,803,9,812
Jammu & Kashmir,2004,District Jail,113,5,118,811,45,856,175,1,176,1,0,1,1100,51,1151
Jammu & Kashmir,2004,Sub_Jail,10,0,10,65,0,65,1,0,1,0,0,0,76,0,76
Jammu & Kashmir,2004,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2004,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2004,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2004,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2004,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2004,Total,195,5,200,1334,53,1387,449,2,451,1,0,1,1979,60,2039
Jammu & Kashmir,2005,Central Jail,87,1,88,516,11,527,255,2,257,0,0,0,858,14,872
Jammu & Kashmir,2005,District Jail,117,9,126,893,46,939,116,2,118,0,0,0,1126,57,1183
Jammu & Kashmir,2005,Sub_Jail,7,0,7,73,0,73,2,0,2,0,0,0,82,0,82
Jammu & Kashmir,2005,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2005,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2005,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2005,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2005,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2005,Total,211,10,221,1482,57,1539,373,4,377,0,0,0,2066,71,2137
Jammu & Kashmir,2006,Central Jail,82,0,82,508,13,521,228,0,228,0,0,0,818,13,831
Jammu & Kashmir,2006,District Jail,165,9,174,1004,36,1040,139,1,140,3,0,3,1311,46,1357
Jammu & Kashmir,2006,Sub_Jail,8,0,8,73,0,73,1,0,1,0,0,0,82,0,82
Jammu & Kashmir,2006,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2006,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2006,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2006,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2006,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2006,Total,255,9,264,1585,49,1634,368,1,369,3,0,3,2211,59,2270
Jammu & Kashmir,2007,Central Jail,92,0,92,517,8,525,153,2,155,0,0,0,762,10,772
Jammu & Kashmir,2007,District Jail,174,7,181,1062,64,1126,118,1,119,0,0,0,1354,72,1426
Jammu & Kashmir,2007,Sub_Jail,19,0,19,81,0,81,1,0,1,0,0,0,101,0,101
Jammu & Kashmir,2007,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2007,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2007,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2007,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2007,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2007,Total,285,7,292,1660,72,1732,272,3,275,0,0,0,2217,82,2299
Jammu & Kashmir,2008,Central Jail,110,0,110,464,8,472,144,1,145,0,0,0,718,9,727
Jammu & Kashmir,2008,District Jail,209,9,218,1077,67,1144,120,0,120,0,0,0,1406,76,1482
Jammu & Kashmir,2008,Sub_Jail,10,0,10,90,0,90,1,0,1,0,0,0,101,0,101
Jammu & Kashmir,2008,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2008,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2008,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2008,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2008,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2008,Total,329,9,338,1631,75,1706,265,1,266,0,0,0,2225,85,2310
Jammu & Kashmir,2009,Central Jail,162,0,162,531,18,549,139,1,140,1,0,1,833,19,852
Jammu & Kashmir,2009,District Jail,180,12,192,1052,67,1119,38,0,38,0,0,0,1270,79,1349
Jammu & Kashmir,2009,Sub_Jail,4,0,4,153,0,153,4,0,4,0,0,0,161,0,161
Jammu & Kashmir,2009,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2009,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2009,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2009,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2009,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2009,Total,346,12,358,1736,85,1821,181,1,182,1,0,1,2264,98,2362
Jammu & Kashmir,2010,Central Jail,152,0,152,584,11,595,269,13,282,1,0,1,1006,24,1030
Jammu & Kashmir,2010,District Jail,99,7,106,1137,73,1210,111,2,113,1,0,1,1348,82,1430
Jammu & Kashmir,2010,Sub_Jail,1,0,1,102,0,102,14,0,14,0,0,0,117,0,117
Jammu & Kashmir,2010,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2010,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2010,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2010,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2010,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2010,Total,252,7,259,1823,84,1907,394,15,409,2,0,2,2471,106,2577
Jammu & Kashmir,2011,Central Jail,194,2,196,693,20,713,161,5,166,9,0,9,1057,27,1084
Jammu & Kashmir,2011,District Jail,97,8,105,1169,68,1237,70,0,70,1,0,1,1337,76,1413
Jammu & Kashmir,2011,Sub_Jail,0,0,0,163,0,163,3,0,3,0,0,0,166,0,166
Jammu & Kashmir,2011,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2011,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2011,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2011,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2011,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2011,Total,291,10,301,2025,88,2113,234,5,239,10,0,10,2560,103,2663
Jammu & Kashmir,2012,Central Jail,220,5,225,613,2,615,86,0,86,0,0,0,919,7,926
Jammu & Kashmir,2012,District Jail,156,8,164,1212,78,1290,49,0,49,0,0,0,1417,86,1503
Jammu & Kashmir,2012,Sub_Jail,0,0,0,102,0,102,9,0,9,0,0,0,111,0,111
Jammu & Kashmir,2012,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2012,Borstal School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2012,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2012,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2012,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jammu & Kashmir,2012,Total,376,13,389,1927,80,2007,144,0,144,0,0,0,2447,93,2540
Jharkhand,2001,Central Jail,1875,26,1901,2415,43,2458,6,0,6,0,0,0,4296,69,4365
Jharkhand,2001,District Jail,295,9,304,5137,166,5303,3,0,3,6,0,6,5441,175,5616
Jharkhand,2001,Sub_Jail,201,14,215,6089,183,6272,0,0,0,4,0,4,6294,197,6491
Jharkhand,2001,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2001,Borstal School,0,0,0,45,0,45,0,0,0,0,0,0,45,0,45
Jharkhand,2001,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2001,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2001,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2001,Total,2371,49,2420,13686,392,14078,9,0,9,10,0,10,16076,441,16517
Jharkhand,2002,Central Jail,2288,55,2343,1937,59,1996,16,0,16,2,0,2,4243,114,4357
Jharkhand,2002,District Jail,362,7,369,3995,158,4153,1,0,1,0,0,0,4358,165,4523
Jharkhand,2002,Sub_Jail,292,9,301,5730,188,5918,1,0,1,1,0,1,6024,197,6221
Jharkhand,2002,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2002,Borstal School,0,0,0,27,0,27,0,0,0,0,0,0,27,0,27
Jharkhand,2002,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2002,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2002,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2002,Total,2942,71,3013,11689,405,12094,18,0,18,3,0,3,14652,476,15128
Jharkhand,2003,Central Jail,3195,104,3299,3397,87,3484,11,0,11,1,0,1,6604,191,6795
Jharkhand,2003,District Jail,519,14,533,2897,126,3023,0,0,0,1,0,1,3417,140,3557
Jharkhand,2003,Sub_Jail,413,9,422,5389,201,5590,2,0,2,9,0,9,5813,210,6023
Jharkhand,2003,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2003,Borstal School,3,0,3,37,0,37,0,0,0,0,0,0,40,0,40
Jharkhand,2003,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2003,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2003,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2003,Total,4130,127,4257,11720,414,12134,13,0,13,11,0,11,15874,541,16415
Jharkhand,2004,Central Jail,3793,118,3911,2433,89,2522,10,0,10,0,0,0,6236,207,6443
Jharkhand,2004,District Jail,655,12,667,4027,150,4177,0,0,0,0,0,0,4682,162,4844
Jharkhand,2004,Sub_Jail,452,8,460,5454,254,5708,0,0,0,0,0,0,5906,262,6168
Jharkhand,2004,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2004,Borstal School,2,0,2,40,0,40,0,0,0,0,0,0,42,0,42
Jharkhand,2004,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2004,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2004,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2004,Total,4902,138,5040,11954,493,12447,10,0,10,0,0,0,16866,631,17497
Jharkhand,2005,Central Jail,4178,134,4312,3002,121,3123,0,0,0,0,0,0,7180,255,7435
Jharkhand,2005,District Jail,909,18,927,8985,391,9376,0,0,0,0,0,0,9894,409,10303
Jharkhand,2005,Sub_Jail,53,0,53,1378,34,1412,0,0,0,0,0,0,1431,34,1465
Jharkhand,2005,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2005,Borstal School,2,0,2,28,0,28,0,0,0,0,0,0,30,0,30
Jharkhand,2005,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2005,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2005,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2005,Total,5142,152,5294,13393,546,13939,0,0,0,0,0,0,18535,698,19233
Jharkhand,2006,Central Jail,6174,224,6398,3671,152,3823,1,0,1,0,0,0,9846,376,10222
Jharkhand,2006,District Jail,908,22,930,8046,348,8394,0,0,0,0,0,0,8954,370,9324
Jharkhand,2006,Sub_Jail,39,0,39,1046,33,1079,0,0,0,0,0,0,1085,33,1118
Jharkhand,2006,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2006,Borstal School,2,0,2,43,0,43,0,0,0,0,0,0,45,0,45
Jharkhand,2006,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2006,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2006,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2006,Total,7123,246,7369,12806,533,13339,1,0,1,0,0,0,19930,779,20709
Jharkhand,2007,Central Jail,4684,159,4843,2681,119,2800,2,0,2,0,0,0,7367,278,7645
Jharkhand,2007,District Jail,928,25,953,7974,313,8287,4,0,4,2,0,2,8908,338,9246
Jharkhand,2007,Sub_Jail,67,0,67,905,41,946,0,0,0,0,0,0,972,41,1013
Jharkhand,2007,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2007,Borstal School,2,0,2,30,0,30,0,0,0,0,0,0,32,0,32
Jharkhand,2007,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2007,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2007,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2007,Total,5681,184,5865,11590,473,12063,6,0,6,2,0,2,17279,657,17936
Jharkhand,2008,Central Jail,4695,150,4845,2900,127,3027,0,0,0,0,0,0,7595,277,7872
Jharkhand,2008,District Jail,848,19,867,8204,318,8522,6,0,6,2,0,2,9060,337,9397
Jharkhand,2008,Sub_Jail,70,1,71,987,37,1024,0,0,0,1,0,1,1058,38,1096
Jharkhand,2008,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2008,Borstal School,1,0,1,37,0,37,0,0,0,0,0,0,38,0,38
Jharkhand,2008,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2008,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2008,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2008,Total,5614,170,5784,12128,482,12610,6,0,6,3,0,3,17751,652,18403
Jharkhand,2009,Central Jail,4448,143,4591,2806,128,2934,0,0,0,0,0,0,7254,271,7525
Jharkhand,2009,District Jail,812,23,835,7542,315,7857,5,0,5,0,0,0,8359,338,8697
Jharkhand,2009,Sub_Jail,81,1,82,817,41,858,0,0,0,0,0,0,898,42,940
Jharkhand,2009,Women Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2009,Borstal School,1,0,1,33,0,33,0,0,0,0,0,0,34,0,34
Jharkhand,2009,Open Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2009,Special Jail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jharkhand,2009,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
