state_name,is_state,year,gender,convicts,under_trial,detenues,others
Bihar,1,2007,Female,Muslim,25,272,0,0
Bihar,1,2007,Female,Others,6,3,0,0
Bihar,1,2007,Female,Sikh,0,1,0,0
Bihar,1,2007,Male,Christian,72,105,0,0
Bihar,1,2007,Male,Hindu,5147,22619,18,25
Bihar,1,2007,Male,Muslim,893,9376,6,5
Bihar,1,2007,Male,Others,11,26,0,2
Bihar,1,2007,Male,Sikh,7,34,0,0
Bihar,1,2008,Female,Christian,0,3,0,0
Bihar,1,2008,Female,Hindu,100,835,0,0
Bihar,1,2008,Female,Muslim,24,256,0,0
Bihar,1,2008,Female,Others,7,2,0,0
Bihar,1,2008,Female,Sikh,0,2,0,0
Bihar,1,2008,Male,Christian,65,87,0,0
Bihar,1,2008,Male,Hindu,5038,22295,16,30
Bihar,1,2008,Male,Muslim,749,8115,8,8
Bihar,1,2008,Male,Others,10,24,0,1
Bihar,1,2008,Male,Sikh,6,28,0,0
Bihar,1,2009,Female,Christian,0,2,0,0
Bihar,1,2009,Female,Hindu,85,699,0,1
Bihar,1,2009,Female,Muslim,18,213,0,0
Bihar,1,2009,Female,Others,5,2,0,0
Bihar,1,2009,Female,Sikh,0,1,0,0
Bihar,1,2009,Male,Christian,39,66,0,0
Bihar,1,2009,Male,Hindu,4673,20158,7,5
Bihar,1,2009,Male,Muslim,698,6977,3,1
Bihar,1,2009,Male,Others,8,20,0,0
Bihar,1,2009,Male,Sikh,5,25,0,0
Bihar,1,2010,Female,Christian,0,1,0,0
Bihar,1,2010,Female,Hindu,95,601,0,0
Bihar,1,2010,Female,Muslim,21,169,0,0
Bihar,1,2010,Female,Others,3,2,0,0
Bihar,1,2010,Female,Sikh,0,0,0,0
Bihar,1,2010,Male,Christian,36,53,0,0
Bihar,1,2010,Male,Hindu,4465,17690,22,12
Bihar,1,2010,Male,Muslim,655,5812,12,7
Bihar,1,2010,Male,Others,7,15,0,0
Bihar,1,2010,Male,Sikh,3,19,0,0
Bihar,1,2011,Female,Christian,0,16,0,0
Bihar,1,2011,Female,Hindu,73,659,0,0
Bihar,1,2011,Female,Muslim,13,118,0,0
Bihar,1,2011,Female,Others,0,2,0,0
Bihar,1,2011,Female,Sikh,0,0,0,0
Bihar,1,2011,Male,Christian,14,39,0,0
Bihar,1,2011,Male,Hindu,3700,18178,7,11
Bihar,1,2011,Male,Muslim,727,3836,1,1
Bihar,1,2011,Male,Others,61,531,0,1
Bihar,1,2011,Male,Sikh,6,38,0,0
Bihar,1,2012,Female,Christian,0,3,0,0
Bihar,1,2012,Female,Hindu,86,681,0,0
Bihar,1,2012,Female,Muslim,16,140,0,0
Bihar,1,2012,Female,Others,0,2,0,0
Bihar,1,2012,Female,Sikh,0,0,0,0
Bihar,1,2012,Male,Christian,9,44,0,0
Bihar,1,2012,Male,Hindu,3338,19401,37,11
Bihar,1,2012,Male,Muslim,648,4015,3,2
Bihar,1,2012,Male,Others,7,88,0,0
Bihar,1,2012,Male,Sikh,4,15,0,0
Bihar,1,2013,Female,Christian,0,0,0,0
Bihar,1,2013,Female,Hindu,105,791,0,4
Bihar,1,2013,Female,Muslim,18,181,0,0
Bihar,1,2013,Female,Others,0,1,0,0
Bihar,1,2013,Female,Sikh,0,0,0,0
Bihar,1,2013,Male,Christian,9,45,0,0
Bihar,1,2013,Male,Hindu,3636,21230,21,134
Bihar,1,2013,Male,Muslim,704,4308,5,6
Bihar,1,2013,Male,Others,4,30,0,0
Bihar,1,2013,Male,Sikh,4,23,0,0
Chandigarh,0,2001,Female,Christian,0,0,0,0
Chandigarh,0,2001,Female,Hindu,3,10,0,0
Chandigarh,0,2001,Female,Muslim,1,2,0,0
Chandigarh,0,2001,Female,Others,0,0,0,0
Chandigarh,0,2001,Female,Sikh,2,6,0,0
Chandigarh,0,2001,Male,Christian,5,6,0,0
Chandigarh,0,2001,Male,Hindu,48,155,0,0
Chandigarh,0,2001,Male,Muslim,10,42,0,0
Chandigarh,0,2001,Male,Others,0,0,0,0
Chandigarh,0,2001,Male,Sikh,33,103,0,0
Chandigarh,0,2002,Female,Christian,0,0,0,0
Chandigarh,0,2002,Female,Hindu,3,8,0,0
Chandigarh,0,2002,Female,Muslim,1,3,0,0
Chandigarh,0,2002,Female,Others,0,0,0,0
Chandigarh,0,2002,Female,Sikh,3,5,0,0
Chandigarh,0,2002,Male,Christian,5,14,0,0
Chandigarh,0,2002,Male,Hindu,56,181,0,0
Chandigarh,0,2002,Male,Muslim,14,42,0,0
Chandigarh,0,2002,Male,Others,0,0,0,0
Chandigarh,0,2002,Male,Sikh,29,92,0,0
Chandigarh,0,2003,Female,Christian,1,0,0,0
Chandigarh,0,2003,Female,Hindu,3,8,0,0
Chandigarh,0,2003,Female,Muslim,1,2,0,0
Chandigarh,0,2003,Female,Others,0,0,0,0
Chandigarh,0,2003,Female,Sikh,4,8,0,0
Chandigarh,0,2003,Male,Christian,5,8,0,0
Chandigarh,0,2003,Male,Hindu,75,210,0,0
Chandigarh,0,2003,Male,Muslim,10,35,0,0
Chandigarh,0,2003,Male,Others,0,0,0,0
Chandigarh,0,2003,Male,Sikh,45,110,0,0
Chandigarh,0,2004,Female,Christian,0,2,0,0
Chandigarh,0,2004,Female,Hindu,5,15,0,0
Chandigarh,0,2004,Female,Muslim,0,2,0,0
Chandigarh,0,2004,Female,Others,0,0,0,0
Chandigarh,0,2004,Female,Sikh,2,5,0,0
Chandigarh,0,2004,Male,Christian,3,10,0,0
Chandigarh,0,2004,Male,Hindu,72,209,0,0
Chandigarh,0,2004,Male,Muslim,5,26,0,0
Chandigarh,0,2004,Male,Others,0,0,0,0
Chandigarh,0,2004,Male,Sikh,33,160,0,0
Chandigarh,0,2005,Female,Christian,0,0,0,0
Chandigarh,0,2005,Female,Hindu,5,12,0,0
Chandigarh,0,2005,Female,Muslim,0,3,0,0
Chandigarh,0,2005,Female,Others,0,0,0,0
Chandigarh,0,2005,Female,Sikh,1,5,0,0
Chandigarh,0,2005,Male,Christian,2,7,0,0
Chandigarh,0,2005,Male,Hindu,43,210,0,0
Chandigarh,0,2005,Male,Muslim,9,45,0,0
Chandigarh,0,2005,Male,Others,0,0,0,0
Chandigarh,0,2005,Male,Sikh,24,89,0,0
Chandigarh,0,2006,Female,Christian,0,0,0,0
Chandigarh,0,2006,Female,Hindu,4,13,0,0
Chandigarh,0,2006,Female,Muslim,1,2,0,0
Chandigarh,0,2006,Female,Others,0,0,0,0
Chandigarh,0,2006,Female,Sikh,2,4,0,0
Chandigarh,0,2006,Male,Christian,3,12,0,0
Chandigarh,0,2006,Male,Hindu,56,182,0,0
Chandigarh,0,2006,Male,Muslim,16,36,0,0
Chandigarh,0,2006,Male,Others,0,0,0,0
Chandigarh,0,2006,Male,Sikh,25,82,0,0
Chandigarh,0,2007,Female,Christian,0,0,0,0
Chandigarh,0,2007,Female,Hindu,4,8,0,0
Chandigarh,0,2007,Female,Muslim,0,1,0,0
Chandigarh,0,2007,Female,Others,0,0,0,0
Chandigarh,0,2007,Female,Sikh,1,4,0,0
Chandigarh,0,2007,Male,Christian,3,8,0,0
Chandigarh,0,2007,Male,Hindu,86,199,0,0
Chandigarh,0,2007,Male,Muslim,14,26,0,0
Chandigarh,0,2007,Male,Others,0,0,0,0
Chandigarh,0,2007,Male,Sikh,38,109,0,0
Chandigarh,0,2008,Female,Christian,0,0,0,0
Chandigarh,0,2008,Female,Hindu,3,6,0,0
Chandigarh,0,2008,Female,Muslim,0,1,0,0
Chandigarh,0,2008,Female,Others,0,0,0,0
Chandigarh,0,2008,Female,Sikh,2,5,0,0
Chandigarh,0,2008,Male,Christian,5,14,0,0
Chandigarh,0,2008,Male,Hindu,118,196,0,0
Chandigarh,0,2008,Male,Muslim,8,22,0,0
Chandigarh,0,2008,Male,Others,0,0,0,0
Chandigarh,0,2008,Male,Sikh,52,94,0,0
Chandigarh,0,2009,Female,Christian,0,0,0,0
Chandigarh,0,2009,Female,Hindu,6,12,0,0
Chandigarh,0,2009,Female,Muslim,0,2,0,0
Chandigarh,0,2009,Female,Others,0,0,0,0
Chandigarh,0,2009,Female,Sikh,3,6,0,0
Chandigarh,0,2009,Male,Christian,8,10,0,0
Chandigarh,0,2009,Male,Hindu,142,226,0,0
Chandigarh,0,2009,Male,Muslim,20,41,0,0
Chandigarh,0,2009,Male,Others,0,0,0,0
Chandigarh,0,2009,Male,Sikh,65,102,0,0
Chandigarh,0,2010,Female,Christian,0,0,0,0
Chandigarh,0,2010,Female,Hindu,5,10,0,0
Chandigarh,0,2010,Female,Muslim,1,2,0,0
Chandigarh,0,2010,Female,Others,0,0,0,0
Chandigarh,0,2010,Female,Sikh,4,7,0,0
Chandigarh,0,2010,Male,Christian,9,12,0,0
Chandigarh,0,2010,Male,Hindu,125,237,0,0
Chandigarh,0,2010,Male,Muslim,21,39,0,0
Chandigarh,0,2010,Male,Others,0,0,0,0
Chandigarh,0,2010,Male,Sikh,56,112,0,0
Chandigarh,0,2011,Female,Christian,0,0,0,0
Chandigarh,0,2011,Female,Hindu,4,8,0,0
Chandigarh,0,2011,Female,Muslim,0,2,0,0
Chandigarh,0,2011,Female,Others,0,0,0,0
Chandigarh,0,2011,Female,Sikh,2,6,0,0
Chandigarh,0,2011,Male,Christian,4,9,0,0
Chandigarh,0,2011,Male,Hindu,158,224,0,0
Chandigarh,0,2011,Male,Muslim,26,43,0,0
Chandigarh,0,2011,Male,Others,0,0,0,0
Chandigarh,0,2011,Male,Sikh,48,92,0,0
Chandigarh,0,2012,Female,Christian,0,0,0,0
Chandigarh,0,2012,Female,Hindu,8,18,0,0
Chandigarh,0,2012,Female,Muslim,1,2,0,0
Chandigarh,0,2012,Female,Others,0,0,0,0
Chandigarh,0,2012,Female,Sikh,6,6,0,0
Chandigarh,0,2012,Male,Christian,11,26,0,0
Chandigarh,0,2012,Male,Hindu,132,231,0,0
Chandigarh,0,2012,Male,Muslim,17,47,0,0
Chandigarh,0,2012,Male,Others,0,0,0,0
Chandigarh,0,2012,Male,Sikh,86,143,0,0
Chandigarh,0,2013,Female,Christian,0,0,0,0
Chandigarh,0,2013,Female,Hindu,6,6,0,0
Chandigarh,0,2013,Female,Muslim,1,1,0,0
Chandigarh,0,2013,Female,Others,0,0,0,0
Chandigarh,0,2013,Female,Sikh,5,5,0,0
Chandigarh,0,2013,Male,Christian,15,12,0,0
Chandigarh,0,2013,Male,Hindu,148,192,0,0
Chandigarh,0,2013,Male,Muslim,29,42,0,0
Chandigarh,0,2013,Male,Others,0,0,0,0
Chandigarh,0,2013,Male,Sikh,66,133,0,0
Chhatisgarh,1,2013,Female,Christian,26,24,0,0
Chhatisgarh,1,2013,Female,Hindu,265,464,0,0
Chhatisgarh,1,2013,Female,Muslim,8,24,0,0
Chhatisgarh,1,2013,Female,Others,6,3,0,0
Chhatisgarh,1,2013,Female,Sikh,0,1,0,0
Chhatisgarh,1,2013,Male,Christian,554,339,0,0
Chhatisgarh,1,2013,Male,Hindu,5296,7635,1,12
Chhatisgarh,1,2013,Male,Muslim,275,533,0,0
Chhatisgarh,1,2013,Male,Others,94,139,0,0
Chhatisgarh,1,2013,Male,Sikh,62,79,0,0
Chhattisgarh,1,2001,Female,Christian,8,17,0,0
Chhattisgarh,1,2001,Female,Hindu,165,165,0,1
Chhattisgarh,1,2001,Female,Muslim,7,11,0,0
Chhattisgarh,1,2001,Female,Others,3,0,0,0
Chhattisgarh,1,2001,Female,Sikh,2,11,0,0
Chhattisgarh,1,2001,Male,Christian,227,318,0,0
Chhattisgarh,1,2001,Male,Hindu,3782,3921,3,8
Chhattisgarh,1,2001,Male,Muslim,302,310,1,0
Chhattisgarh,1,2001,Male,Others,65,48,0,0
Chhattisgarh,1,2001,Male,Sikh,172,120,0,0
Chhattisgarh,1,2002,Female,Christian,15,14,0,0
Chhattisgarh,1,2002,Female,Hindu,162,175,0,0
Chhattisgarh,1,2002,Female,Muslim,15,19,0,0
Chhattisgarh,1,2002,Female,Others,6,10,0,0
Chhattisgarh,1,2002,Female,Sikh,4,7,0,0
Chhattisgarh,1,2002,Male,Christian,298,375,0,0
Chhattisgarh,1,2002,Male,Hindu,3867,3409,1,8
Chhattisgarh,1,2002,Male,Muslim,391,587,0,0
Chhattisgarh,1,2002,Male,Others,65,74,0,0
Chhattisgarh,1,2002,Male,Sikh,213,291,0,0
Chhattisgarh,1,2003,Female,Christian,24,13,0,0
Chhattisgarh,1,2003,Female,Hindu,152,128,0,0
Chhattisgarh,1,2003,Female,Muslim,15,17,0,0
Chhattisgarh,1,2003,Female,Others,6,0,0,0
Chhattisgarh,1,2003,Female,Sikh,2,2,0,0
Chhattisgarh,1,2003,Male,Christian,604,302,0,0
Chhattisgarh,1,2003,Male,Hindu,3444,3292,3,9
Chhattisgarh,1,2003,Male,Muslim,270,289,0,1
Chhattisgarh,1,2003,Male,Others,166,34,0,0
Chhattisgarh,1,2003,Male,Sikh,37,51,0,0
Chhattisgarh,1,2004,Female,Christian,11,15,0,0
Chhattisgarh,1,2004,Female,Hindu,162,155,0,0
Chhattisgarh,1,2004,Female,Muslim,11,11,0,0
Chhattisgarh,1,2004,Female,Others,16,11,0,0
Chhattisgarh,1,2004,Female,Sikh,5,2,0,0
Chhattisgarh,1,2004,Male,Christian,333,284,0,0
Chhattisgarh,1,2004,Male,Hindu,3347,3030,0,11
Chhattisgarh,1,2004,Male,Muslim,204,475,0,0
Chhattisgarh,1,2004,Male,Others,397,176,0,0
Chhattisgarh,1,2004,Male,Sikh,39,178,0,0
Chhattisgarh,1,2005,Female,Christian,18,22,0,0
Chhattisgarh,1,2005,Female,Hindu,154,195,0,0
Chhattisgarh,1,2005,Female,Muslim,15,5,0,0
Chhattisgarh,1,2005,Female,Others,3,9,0,0
Chhattisgarh,1,2005,Female,Sikh,1,1,0,0
Chhattisgarh,1,2005,Male,Christian,320,434,0,0
Chhattisgarh,1,2005,Male,Hindu,3110,4297,2,8
Chhattisgarh,1,2005,Male,Muslim,478,387,0,1
Chhattisgarh,1,2005,Male,Others,167,108,0,2
Chhattisgarh,1,2005,Male,Sikh,33,51,0,0
Chhattisgarh,1,2006,Female,Christian,13,25,0,0
Chhattisgarh,1,2006,Female,Hindu,148,222,0,0
Chhattisgarh,1,2006,Female,Muslim,13,21,0,0
Chhattisgarh,1,2006,Female,Others,11,11,0,0
Chhattisgarh,1,2006,Female,Sikh,2,5,0,0
Chhattisgarh,1,2006,Male,Christian,323,461,0,0
Chhattisgarh,1,2006,Male,Hindu,3189,4455,1,11
Chhattisgarh,1,2006,Male,Muslim,481,531,0,0
Chhattisgarh,1,2006,Male,Others,54,177,0,0
Chhattisgarh,1,2006,Male,Sikh,40,165,0,0
Chhattisgarh,1,2007,Female,Christian,7,22,0,0
Chhattisgarh,1,2007,Female,Hindu,168,196,0,0
Chhattisgarh,1,2007,Female,Muslim,18,20,0,0
Chhattisgarh,1,2007,Female,Others,12,10,0,0
Chhattisgarh,1,2007,Female,Sikh,3,5,0,0
Chhattisgarh,1,2007,Male,Christian,384,487,0,0
Chhattisgarh,1,2007,Male,Hindu,3309,4048,0,23
Chhattisgarh,1,2007,Male,Muslim,491,518,0,1
Chhattisgarh,1,2007,Male,Others,71,192,0,2
Chhattisgarh,1,2007,Male,Sikh,62,401,0,1
Chhattisgarh,1,2008,Female,Christian,7,9,0,0
Chhattisgarh,1,2008,Female,Hindu,175,271,0,0
Chhattisgarh,1,2008,Female,Muslim,5,12,0,0
Chhattisgarh,1,2008,Female,Others,5,5,0,0
Chhattisgarh,1,2008,Female,Sikh,2,5,0,0
Chhattisgarh,1,2008,Male,Christian,449,463,0,0
Chhattisgarh,1,2008,Male,Hindu,3592,4916,0,6
Chhattisgarh,1,2008,Male,Muslim,418,483,0,0
Chhattisgarh,1,2008,Male,Others,72,197,0,0
Chhattisgarh,1,2008,Male,Sikh,42,96,0,0
Chhattisgarh,1,2009,Female,Christian,6,21,0,0
Chhattisgarh,1,2009,Female,Hindu,203,319,0,0
Chhattisgarh,1,2009,Female,Muslim,5,18,0,0
Chhattisgarh,1,2009,Female,Others,0,0,0,0
Chhattisgarh,1,2009,Female,Sikh,3,1,0,0
Chhattisgarh,1,2009,Male,Christian,284,271,0,4
Chhattisgarh,1,2009,Male,Hindu,4064,6004,0,12
Chhattisgarh,1,2009,Male,Muslim,252,518,0,0
Chhattisgarh,1,2009,Male,Others,15,29,0,0
Chhattisgarh,1,2009,Male,Sikh,25,88,0,0
Chhattisgarh,1,2010,Female,Christian,2,16,0,0
Chhattisgarh,1,2010,Female,Hindu,199,331,0,0
Chhattisgarh,1,2010,Female,Muslim,8,16,0,0
Chhattisgarh,1,2010,Female,Others,0,9,0,0
Chhattisgarh,1,2010,Female,Sikh,0,3,0,0
Chhattisgarh,1,2010,Male,Christian,489,599,0,0
Chhattisgarh,1,2010,Male,Hindu,4112,6083,1,18
Chhattisgarh,1,2010,Male,Muslim,320,438,0,1
Chhattisgarh,1,2010,Male,Others,27,149,0,0
Chhattisgarh,1,2010,Male,Sikh,39,55,0,0
Chhattisgarh,1,2011,Female,Christian,6,16,0,0
Chhattisgarh,1,2011,Female,Hindu,229,288,0,0
Chhattisgarh,1,2011,Female,Muslim,4,75,0,0
Chhattisgarh,1,2011,Female,Others,3,0,0,0
Chhattisgarh,1,2011,Female,Sikh,0,13,0,0
Chhattisgarh,1,2011,Male,Christian,492,308,0,0
Chhattisgarh,1,2011,Male,Hindu,4580,7039,0,11
Chhattisgarh,1,2011,Male,Muslim,229,416,0,2
Chhattisgarh,1,2011,Male,Others,46,58,0,0
Chhattisgarh,1,2011,Male,Sikh,41,62,0,0
Chhattisgarh,1,2012,Female,Christian,11,7,0,0
Chhattisgarh,1,2012,Female,Hindu,224,424,0,0
Chhattisgarh,1,2012,Female,Muslim,5,22,0,0
Chhattisgarh,1,2012,Female,Others,4,1,0,0
Chhattisgarh,1,2012,Female,Sikh,0,1,0,0
Chhattisgarh,1,2012,Male,Christian,492,321,0,0
Chhattisgarh,1,2012,Male,Hindu,4905,7478,0,15
Chhattisgarh,1,2012,Male,Muslim,233,418,0,2
Chhattisgarh,1,2012,Male,Others,52,49,0,0
Chhattisgarh,1,2012,Male,Sikh,38,78,0,0
D & N Haveli,0,2001,Female,Christian,0,0,0,0
D & N Haveli,0,2001,Female,Hindu,0,4,0,0
D & N Haveli,0,2001,Female,Muslim,0,1,0,0
D & N Haveli,0,2001,Female,Others,0,0,0,0
D & N Haveli,0,2001,Female,Sikh,0,0,0,0
D & N Haveli,0,2001,Male,Christian,0,2,0,0
D & N Haveli,0,2001,Male,Hindu,8,144,0,0
D & N Haveli,0,2001,Male,Muslim,0,5,0,0
D & N Haveli,0,2001,Male,Others,0,0,0,0
D & N Haveli,0,2001,Male,Sikh,0,2,0,0
D & N Haveli,0,2002,Female,Christian,0,0,0,0
D & N Haveli,0,2002,Female,Hindu,0,1,0,0
D & N Haveli,0,2002,Female,Muslim,0,0,0,0
D & N Haveli,0,2002,Female,Others,0,0,0,0
D & N Haveli,0,2002,Female,Sikh,1,0,0,0
D & N Haveli,0,2002,Male,Christian,0,0,0,0
D & N Haveli,0,2002,Male,Hindu,2,124,0,0
D & N Haveli,0,2002,Male,Muslim,2,30,0,0
D & N Haveli,0,2002,Male,Others,0,0,0,0
D & N Haveli,0,2002,Male,Sikh,0,0,0,0
D & N Haveli,0,2003,Female,Christian,0,0,0,0
D & N Haveli,0,2003,Female,Hindu,0,0,0,0
D & N Haveli,0,2003,Female,Muslim,0,0,0,0
D & N Haveli,0,2003,Female,Others,0,0,0,0
D & N Haveli,0,2003,Female,Sikh,0,0,0,0
D & N Haveli,0,2003,Male,Christian,0,1,0,0
D & N Haveli,0,2003,Male,Hindu,0,155,0,0
D & N Haveli,0,2003,Male,Muslim,0,15,0,0
D & N Haveli,0,2003,Male,Others,0,0,0,0
D & N Haveli,0,2003,Male,Sikh,0,1,0,0
D & N Haveli,0,2004,Female,Christian,0,0,0,0
D & N Haveli,0,2004,Female,Hindu,0,0,0,0
D & N Haveli,0,2004,Female,Muslim,0,0,0,0
D & N Haveli,0,2004,Female,Others,0,0,0,0
D & N Haveli,0,2004,Female,Sikh,0,0,0,0
D & N Haveli,0,2004,Male,Christian,0,0,0,0
D & N Haveli,0,2004,Male,Hindu,0,30,0,0
D & N Haveli,0,2004,Male,Muslim,0,3,0,0
D & N Haveli,0,2004,Male,Others,0,0,0,0
D & N Haveli,0,2004,Male,Sikh,0,0,0,0
D & N Haveli,0,2005,Female,Christian,0,0,0,0
D & N Haveli,0,2005,Female,Hindu,0,0,0,0
D & N Haveli,0,2005,Female,Muslim,0,0,0,0
D & N Haveli,0,2005,Female,Others,0,0,0,0
D & N Haveli,0,2005,Female,Sikh,0,0,0,0
D & N Haveli,0,2005,Male,Christian,0,0,0,0
D & N Haveli,0,2005,Male,Hindu,0,27,0,0
D & N Haveli,0,2005,Male,Muslim,0,2,0,0
D & N Haveli,0,2005,Male,Others,0,0,0,0
D & N Haveli,0,2005,Male,Sikh,0,0,0,0
D & N Haveli,0,2006,Female,Christian,0,0,0,0
D & N Haveli,0,2006,Female,Hindu,0,0,0,0
D & N Haveli,0,2006,Female,Muslim,0,0,0,0
D & N Haveli,0,2006,Female,Others,0,0,0,0
D & N Haveli,0,2006,Female,Sikh,0,0,0,0
D & N Haveli,0,2006,Male,Christian,0,0,0,0
D & N Haveli,0,2006,Male,Hindu,0,32,0,0
D & N Haveli,0,2006,Male,Muslim,0,1,0,0
D & N Haveli,0,2006,Male,Others,0,0,0,0
D & N Haveli,0,2006,Male,Sikh,0,0,0,0
D & N Haveli,0,2007,Female,Christian,0,0,0,0
D & N Haveli,0,2007,Female,Hindu,0,0,0,0
D & N Haveli,0,2007,Female,Muslim,0,0,0,0
D & N Haveli,0,2007,Female,Others,0,0,0,0
D & N Haveli,0,2007,Female,Sikh,0,0,0,0
D & N Haveli,0,2007,Male,Christian,0,0,0,0
D & N Haveli,0,2007,Male,Hindu,0,26,0,0
D & N Haveli,0,2007,Male,Muslim,0,2,0,0
D & N Haveli,0,2007,Male,Others,0,0,0,0
D & N Haveli,0,2007,Male,Sikh,0,0,0,0
D & N Haveli,0,2008,Female,Christian,0,0,0,0
D & N Haveli,0,2008,Female,Hindu,0,2,0,0
D & N Haveli,0,2008,Female,Muslim,0,1,0,0
D & N Haveli,0,2008,Female,Others,0,0,0,0
D & N Haveli,0,2008,Female,Sikh,0,0,0,0
D & N Haveli,0,2008,Male,Christian,0,1,0,0
D & N Haveli,0,2008,Male,Hindu,5,20,0,0
D & N Haveli,0,2008,Male,Muslim,6,9,0,0
D & N Haveli,0,2008,Male,Others,0,0,0,0
D & N Haveli,0,2008,Male,Sikh,0,2,0,0
D & N Haveli,0,2009,Female,Christian,0,0,0,0
D & N Haveli,0,2009,Female,Hindu,0,2,0,0
D & N Haveli,0,2009,Female,Muslim,0,0,0,0
D & N Haveli,0,2009,Female,Others,0,0,0,0
D & N Haveli,0,2009,Female,Sikh,0,0,0,0
D & N Haveli,0,2009,Male,Christian,0,1,0,0
D & N Haveli,0,2009,Male,Hindu,1,47,0,0
D & N Haveli,0,2009,Male,Muslim,1,4,0,0
D & N Haveli,0,2009,Male,Others,0,0,0,0
D & N Haveli,0,2009,Male,Sikh,0,0,0,0
D & N Haveli,0,2010,Female,Christian,0,0,0,0
D & N Haveli,0,2010,Female,Hindu,0,0,0,0
D & N Haveli,0,2010,Female,Muslim,0,0,0,0
D & N Haveli,0,2010,Female,Others,0,0,0,0
D & N Haveli,0,2010,Female,Sikh,0,0,0,0
D & N Haveli,0,2010,Male,Christian,0,0,0,0
D & N Haveli,0,2010,Male,Hindu,0,21,0,0
D & N Haveli,0,2010,Male,Muslim,0,8,0,0
D & N Haveli,0,2010,Male,Others,0,12,0,0
D & N Haveli,0,2010,Male,Sikh,0,1,0,0
D & N Haveli,0,2011,Female,Christian,0,0,0,0
D & N Haveli,0,2011,Female,Hindu,0,2,0,0
D & N Haveli,0,2011,Female,Muslim,0,0,0,0
D & N Haveli,0,2011,Female,Others,0,0,0,0
D & N Haveli,0,2011,Female,Sikh,0,0,0,0
D & N Haveli,0,2011,Male,Christian,0,1,0,0
D & N Haveli,0,2011,Male,Hindu,0,18,0,0
D & N Haveli,0,2011,Male,Muslim,0,4,0,0
D & N Haveli,0,2011,Male,Others,0,0,0,0
D & N Haveli,0,2011,Male,Sikh,0,0,0,0
D & N Haveli,0,2012,Female,Christian,0,0,0,0
D & N Haveli,0,2012,Female,Hindu,0,2,0,0
D & N Haveli,0,2012,Female,Muslim,0,0,0,0
D & N Haveli,0,2012,Female,Others,0,0,0,0
D & N Haveli,0,2012,Female,Sikh,0,0,0,0
D & N Haveli,0,2012,Male,Christian,0,2,0,0
D & N Haveli,0,2012,Male,Hindu,0,22,0,0
D & N Haveli,0,2012,Male,Muslim,0,9,0,0
D & N Haveli,0,2012,Male,Others,0,0,0,0
D & N Haveli,0,2012,Male,Sikh,0,2,0,0
D & N Haveli,0,2013,Female,Christian,0,0,0,0
D & N Haveli,0,2013,Female,Hindu,0,0,0,0
D & N Haveli,0,2013,Female,Muslim,0,0,0,0
D & N Haveli,0,2013,Female,Others,0,0,0,0
D & N Haveli,0,2013,Female,Sikh,0,0,0,0
D & N Haveli,0,2013,Male,Christian,0,2,0,0
D & N Haveli,0,2013,Male,Hindu,0,24,0,0
D & N Haveli,0,2013,Male,Muslim,0,9,0,0
D & N Haveli,0,2013,Male,Others,0,0,0,0
D & N Haveli,0,2013,Male,Sikh,0,0,0,0
Daman & Diu,0,2001,Female,Christian,0,0,0,0
Daman & Diu,0,2001,Female,Hindu,0,1,0,0
Daman & Diu,0,2001,Female,Muslim,0,0,0,0
Daman & Diu,0,2001,Female,Others,0,0,0,0
Daman & Diu,0,2001,Female,Sikh,0,0,0,0
Daman & Diu,0,2001,Male,Christian,1,2,0,0
Daman & Diu,0,2001,Male,Hindu,18,11,0,0
Daman & Diu,0,2001,Male,Muslim,4,4,0,0
Daman & Diu,0,2001,Male,Others,0,0,0,0
Daman & Diu,0,2001,Male,Sikh,0,0,0,0
Daman & Diu,0,2002,Female,Christian,0,0,0,0
Daman & Diu,0,2002,Female,Hindu,0,0,0,0
Daman & Diu,0,2002,Female,Muslim,0,0,0,0
Daman & Diu,0,2002,Female,Others,0,0,0,0
Daman & Diu,0,2002,Female,Sikh,0,0,0,0
Daman & Diu,0,2002,Male,Christian,0,0,0,0
Daman & Diu,0,2002,Male,Hindu,13,19,0,0
Daman & Diu,0,2002,Male,Muslim,0,0,0,0
Daman & Diu,0,2002,Male,Others,0,0,0,0
Daman & Diu,0,2002,Male,Sikh,0,1,0,0
Daman & Diu,0,2003,Female,Christian,0,0,0,0
Daman & Diu,0,2003,Female,Hindu,0,0,0,0
Daman & Diu,0,2003,Female,Muslim,0,0,0,0
Daman & Diu,0,2003,Female,Others,0,0,0,0
Daman & Diu,0,2003,Female,Sikh,0,0,0,0
Daman & Diu,0,2003,Male,Christian,0,0,0,0
Daman & Diu,0,2003,Male,Hindu,13,17,0,0
Daman & Diu,0,2003,Male,Muslim,0,1,0,0
Daman & Diu,0,2003,Male,Others,0,0,0,0
Daman & Diu,0,2003,Male,Sikh,0,2,0,0
Daman & Diu,0,2004,Female,Christian,0,1,0,0
Daman & Diu,0,2004,Female,Hindu,0,0,0,0
Daman & Diu,0,2004,Female,Muslim,0,0,0,0
Daman & Diu,0,2004,Female,Others,0,0,0,0
Daman & Diu,0,2004,Female,Sikh,0,0,0,0
Daman & Diu,0,2004,Male,Christian,0,2,0,0
Daman & Diu,0,2004,Male,Hindu,8,16,0,0
Daman & Diu,0,2004,Male,Muslim,0,0,0,0
Daman & Diu,0,2004,Male,Others,0,0,0,0
