state_name,is_state,year,gender,education,convicts,under_trial,detenues,others
Goa,1,2002,Male,Holding technical degree/diploma etc,0,2,0,0
Goa,1,2002,Male,Illiterate,68,58,0,0
Goa,1,2002,Male,Post-Graduate,0,0,0,0
Goa,1,2003,Female,Below Class X,1,0,0,0
Goa,1,2003,Female,Class X and above but below graduate,0,0,0,0
Goa,1,2003,Female,Graduate,0,0,0,0
Goa,1,2003,Female,Holding technical degree/diploma etc,0,0,0,0
Goa,1,2003,Female,Illiterate,2,9,0,0
Goa,1,2003,Female,Post-Graduate,0,0,0,0
Goa,1,2003,Male,Below Class X,41,192,0,0
Goa,1,2003,Male,Class X and above but below graduate,38,43,0,0
Goa,1,2003,Male,Graduate,5,14,0,0
Goa,1,2003,Male,Holding technical degree/diploma etc,0,4,0,0
Goa,1,2003,Male,Illiterate,56,126,1,0
Goa,1,2003,Male,Post-Graduate,0,0,0,0
Goa,1,2004,Female,Below Class X,2,9,0,0
Goa,1,2004,Female,Class X and above but below graduate,0,0,0,0
Goa,1,2004,Female,Graduate,0,0,0,0
Goa,1,2004,Female,Holding technical degree/diploma etc,0,0,0,0
Goa,1,2004,Female,Illiterate,0,0,0,0
Goa,1,2004,Female,Post-Graduate,0,0,0,0
Goa,1,2004,Male,Below Class X,115,188,0,0
Goa,1,2004,Male,Class X and above but below graduate,23,33,0,0
Goa,1,2004,Male,Graduate,0,7,0,0
Goa,1,2004,Male,Holding technical degree/diploma etc,0,0,0,0
Goa,1,2004,Male,Illiterate,10,40,0,0
Goa,1,2004,Male,Post-Graduate,0,0,0,0
Goa,1,2005,Female,Below Class X,2,7,0,0
Goa,1,2005,Female,Class X and above but below graduate,0,0,0,0
Goa,1,2005,Female,Graduate,0,0,0,0
Goa,1,2005,Female,Holding technical degree/diploma etc,0,0,0,0
Goa,1,2005,Female,Illiterate,1,10,0,0
Goa,1,2005,Female,Post-Graduate,0,0,0,0
Goa,1,2005,Male,Below Class X,104,129,0,0
Goa,1,2005,Male,Class X and above but below graduate,8,40,0,0
Goa,1,2005,Male,Graduate,7,5,0,0
Goa,1,2005,Male,Holding technical degree/diploma etc,0,2,0,0
Goa,1,2005,Male,Illiterate,16,53,0,0
Goa,1,2005,Male,Post-Graduate,0,0,0,0
Goa,1,2006,Female,Below Class X,2,13,0,0
Goa,1,2006,Female,Class X and above but below graduate,0,0,0,0
Goa,1,2006,Female,Graduate,0,0,0,0
Goa,1,2006,Female,Holding technical degree/diploma etc,0,0,0,0
Goa,1,2006,Female,Illiterate,0,5,0,0
Goa,1,2006,Female,Post-Graduate,0,0,0,0
Goa,1,2006,Male,Below Class X,92,91,0,0
Goa,1,2006,Male,Class X and above but below graduate,27,35,0,0
Goa,1,2006,Male,Graduate,5,17,0,0
Goa,1,2006,Male,Holding technical degree/diploma etc,0,2,0,0
Goa,1,2006,Male,Illiterate,18,66,0,0
Goa,1,2006,Male,Post-Graduate,0,7,0,0
Goa,1,2007,Female,Below Class X,1,16,0,0
Goa,1,2007,Female,Class X and above but below graduate,0,0,0,0
Goa,1,2007,Female,Graduate,0,0,0,0
Goa,1,2007,Female,Holding technical degree/diploma etc,0,0,0,0
Goa,1,2007,Female,Illiterate,1,2,0,0
Goa,1,2007,Female,Post-Graduate,0,0,0,0
Goa,1,2007,Male,Below Class X,77,83,0,0
Goa,1,2007,Male,Class X and above but below graduate,31,35,0,0
Goa,1,2007,Male,Graduate,13,16,0,0
Goa,1,2007,Male,Holding technical degree/diploma etc,0,0,0,0
Goa,1,2007,Male,Illiterate,24,66,0,0
Goa,1,2007,Male,Post-Graduate,0,1,0,0
Goa,1,2008,Female,Below Class X,4,10,0,0
Goa,1,2008,Female,Class X and above but below graduate,0,0,0,0
Goa,1,2008,Female,Graduate,0,0,0,0
Goa,1,2008,Female,Holding technical degree/diploma etc,0,0,0,0
Goa,1,2008,Female,Illiterate,5,6,0,0
Goa,1,2008,Female,Post-Graduate,0,0,0,0
Goa,1,2008,Male,Below Class X,100,78,0,0
Goa,1,2008,Male,Class X and above but below graduate,17,47,0,0
Goa,1,2008,Male,Graduate,9,2,0,0
Goa,1,2008,Male,Holding technical degree/diploma etc,1,0,0,0
Goa,1,2008,Male,Illiterate,14,110,0,0
Goa,1,2008,Male,Post-Graduate,0,0,0,0
Goa,1,2009,Female,Below Class X,2,10,0,0
Goa,1,2009,Female,Class X and above but below graduate,0,0,0,0
Goa,1,2009,Female,Graduate,0,0,0,0
Goa,1,2009,Female,Holding technical degree/diploma etc,0,0,0,0
Goa,1,2009,Female,Illiterate,5,14,0,0
Goa,1,2009,Female,Post-Graduate,0,0,0,0
Goa,1,2009,Male,Below Class X,127,79,0,0
Goa,1,2009,Male,Class X and above but below graduate,26,27,0,0
Goa,1,2009,Male,Graduate,11,8,0,0
Goa,1,2009,Male,Holding technical degree/diploma etc,0,1,0,0
Goa,1,2009,Male,Illiterate,17,105,0,0
Goa,1,2009,Male,Post-Graduate,0,0,0,0
Goa,1,2010,Female,Below Class X,3,15,0,0
Goa,1,2010,Female,Class X and above but below graduate,0,2,0,0
Goa,1,2010,Female,Graduate,0,0,0,0
Goa,1,2010,Female,Holding technical degree/diploma etc,0,0,0,0
Goa,1,2010,Female,Illiterate,5,10,0,0
Goa,1,2010,Female,Post-Graduate,0,0,0,0
Goa,1,2010,Male,Below Class X,104,93,0,0
Goa,1,2010,Male,Class X and above but below graduate,35,56,0,0
Goa,1,2010,Male,Graduate,10,27,0,0
Goa,1,2010,Male,Holding technical degree/diploma etc,0,4,0,0
Goa,1,2010,Male,Illiterate,20,70,0,0
Goa,1,2010,Male,Post-Graduate,0,2,0,0
Goa,1,2011,Female,Below Class X,1,16,0,0
Goa,1,2011,Female,Class X and above but below graduate,0,2,0,0
Goa,1,2011,Female,Graduate,0,1,0,0
Goa,1,2011,Female,Holding technical degree/diploma etc,0,0,0,0
Goa,1,2011,Female,Illiterate,5,9,0,0
Goa,1,2011,Female,Post-Graduate,0,0,0,0
Goa,1,2011,Male,Below Class X,79,133,0,0
Goa,1,2011,Male,Class X and above but below graduate,22,53,0,0
Goa,1,2011,Male,Graduate,10,17,0,0
Goa,1,2011,Male,Holding technical degree/diploma etc,1,6,0,0
Goa,1,2011,Male,Illiterate,26,107,0,0
Goa,1,2011,Male,Post-Graduate,0,1,0,0
Goa,1,2012,Female,Below Class X,1,17,0,0
Goa,1,2012,Female,Class X and above but below graduate,0,2,0,0
Goa,1,2012,Female,Graduate,1,0,0,0
Goa,1,2012,Female,Holding technical degree/diploma etc,0,0,0,0
Goa,1,2012,Female,Illiterate,2,5,0,0
Goa,1,2012,Female,Post-Graduate,0,0,0,0
Goa,1,2012,Male,Below Class X,74,143,0,0
Goa,1,2012,Male,Class X and above but below graduate,32,45,0,0
Goa,1,2012,Male,Graduate,11,18,0,0
Goa,1,2012,Male,Holding technical degree/diploma etc,0,6,0,0
Goa,1,2012,Male,Illiterate,15,99,0,0
Goa,1,2012,Male,Post-Graduate,0,1,0,0
Goa,1,2013,Female,Illiterate,0,4,0,0
Goa,1,2013,Female,Below Class X,6,15,0,0
Goa,1,2013,Female,Class X and above but below graduate,1,2,0,0
Goa,1,2013,Female,Graduate,0,0,0,0
Goa,1,2013,Female,Post-Graduate,0,0,0,0
Goa,1,2013,Female,Holding technical degree/diploma etc,0,0,0,0
Goa,1,2013,Male,Illiterate,14,35,0,0
Goa,1,2013,Male,Below Class X,81,190,0,0
Goa,1,2013,Male,Class X and above but below graduate,20,106,0,0
Goa,1,2013,Male,Graduate,3,24,0,0
Goa,1,2013,Male,Post-Graduate,0,7,0,0
Goa,1,2013,Male,Holding technical degree/diploma etc,2,13,0,0
Gujarat,1,2001,Female,Below Class X,30,44,11,0
Gujarat,1,2001,Female,Class X and above but below graduate,6,2,0,0
Gujarat,1,2001,Female,Graduate,2,1,0,0
Gujarat,1,2001,Female,Holding technical degree/diploma etc,0,0,0,0
Gujarat,1,2001,Female,Illiterate,20,92,19,0
Gujarat,1,2001,Female,Post-Graduate,0,0,0,0
Gujarat,1,2001,Male,Below Class X,1304,2307,190,0
Gujarat,1,2001,Male,Class X and above but below graduate,531,577,85,0
Gujarat,1,2001,Male,Graduate,68,128,15,0
Gujarat,1,2001,Male,Holding technical degree/diploma etc,3,59,0,0
Gujarat,1,2001,Male,Illiterate,948,2285,130,0
Gujarat,1,2001,Male,Post-Graduate,4,62,0,0
Gujarat,1,2002,Female,Below Class X,45,60,20,0
Gujarat,1,2002,Female,Class X and above but below graduate,9,12,5,0
Gujarat,1,2002,Female,Graduate,4,2,0,0
Gujarat,1,2002,Female,Holding technical degree/diploma etc,0,0,0,0
Gujarat,1,2002,Female,Illiterate,34,113,20,0
Gujarat,1,2002,Female,Post-Graduate,0,0,0,0
Gujarat,1,2002,Male,Below Class X,1500,2187,208,0
Gujarat,1,2002,Male,Class X and above but below graduate,499,790,120,0
Gujarat,1,2002,Male,Graduate,154,290,19,0
Gujarat,1,2002,Male,Holding technical degree/diploma etc,37,22,0,0
Gujarat,1,2002,Male,Illiterate,946,2817,198,0
Gujarat,1,2002,Male,Post-Graduate,58,76,2,0
Gujarat,1,2003,Female,Below Class X,50,97,20,0
Gujarat,1,2003,Female,Class X and above but below graduate,10,15,12,0
Gujarat,1,2003,Female,Graduate,4,3,1,0
Gujarat,1,2003,Female,Holding technical degree/diploma etc,0,0,0,0
Gujarat,1,2003,Female,Illiterate,53,119,19,0
Gujarat,1,2003,Female,Post-Graduate,0,0,0,0
Gujarat,1,2003,Male,Below Class X,1460,2278,114,0
Gujarat,1,2003,Male,Class X and above but below graduate,358,565,71,0
Gujarat,1,2003,Male,Graduate,200,199,40,0
Gujarat,1,2003,Male,Holding technical degree/diploma etc,77,35,9,0
Gujarat,1,2003,Male,Illiterate,1096,3031,70,0
Gujarat,1,2003,Male,Post-Graduate,120,79,21,0
Gujarat,1,2004,Female,Below Class X,23,95,26,0
Gujarat,1,2004,Female,Class X and above but below graduate,1,12,0,0
Gujarat,1,2004,Female,Graduate,0,3,0,0
Gujarat,1,2004,Female,Holding technical degree/diploma etc,0,0,0,0
Gujarat,1,2004,Female,Illiterate,118,187,30,0
Gujarat,1,2004,Female,Post-Graduate,0,0,0,0
Gujarat,1,2004,Male,Below Class X,1780,2700,215,0
Gujarat,1,2004,Male,Class X and above but below graduate,427,640,52,0
Gujarat,1,2004,Male,Graduate,270,305,25,0
Gujarat,1,2004,Male,Holding technical degree/diploma etc,27,77,0,0
Gujarat,1,2004,Male,Illiterate,1191,3099,139,0
Gujarat,1,2004,Male,Post-Graduate,44,84,0,0
Gujarat,1,2005,Female,Below Class X,28,86,2,0
Gujarat,1,2005,Female,Class X and above but below graduate,4,19,3,0
Gujarat,1,2005,Female,Graduate,0,4,0,0
Gujarat,1,2005,Female,Holding technical degree/diploma etc,0,0,0,0
Gujarat,1,2005,Female,Illiterate,115,137,12,0
Gujarat,1,2005,Female,Post-Graduate,0,0,0,0
Gujarat,1,2005,Male,Below Class X,1697,2383,128,0
Gujarat,1,2005,Male,Class X and above but below graduate,576,857,43,0
Gujarat,1,2005,Male,Graduate,95,170,24,0
Gujarat,1,2005,Male,Holding technical degree/diploma etc,19,4,1,0
Gujarat,1,2005,Male,Illiterate,1911,2779,107,0
Gujarat,1,2005,Male,Post-Graduate,0,12,0,0
Gujarat,1,2006,Female,Below Class X,36,115,17,0
Gujarat,1,2006,Female,Class X and above but below graduate,3,15,1,0
Gujarat,1,2006,Female,Graduate,2,4,0,0
Gujarat,1,2006,Female,Holding technical degree/diploma etc,0,2,0,0
Gujarat,1,2006,Female,Illiterate,119,151,31,0
Gujarat,1,2006,Female,Post-Graduate,0,2,0,0
Gujarat,1,2006,Male,Below Class X,1493,2532,191,0
Gujarat,1,2006,Male,Class X and above but below graduate,598,516,43,0
Gujarat,1,2006,Male,Graduate,196,159,13,0
Gujarat,1,2006,Male,Holding technical degree/diploma etc,0,18,1,0
Gujarat,1,2006,Male,Illiterate,2509,2817,81,0
Gujarat,1,2006,Male,Post-Graduate,72,56,0,0
Gujarat,1,2007,Female,Below Class X,40,90,45,0
Gujarat,1,2007,Female,Class X and above but below graduate,7,27,4,0
Gujarat,1,2007,Female,Graduate,2,1,0,0
Gujarat,1,2007,Female,Holding technical degree/diploma etc,0,0,0,0
Gujarat,1,2007,Female,Illiterate,144,179,126,0
Gujarat,1,2007,Female,Post-Graduate,0,0,0,0
Gujarat,1,2007,Male,Below Class X,1524,2103,303,0
Gujarat,1,2007,Male,Class X and above but below graduate,815,963,104,0
Gujarat,1,2007,Male,Graduate,107,199,28,0
Gujarat,1,2007,Male,Holding technical degree/diploma etc,1,7,0,0
Gujarat,1,2007,Male,Illiterate,2381,2289,270,0
Gujarat,1,2007,Male,Post-Graduate,48,28,7,0
Gujarat,1,2008,Female,Below Class X,60,89,16,0
Gujarat,1,2008,Female,Class X and above but below graduate,9,36,0,0
Gujarat,1,2008,Female,Graduate,7,6,0,0
Gujarat,1,2008,Female,Holding technical degree/diploma etc,0,0,0,0
Gujarat,1,2008,Female,Illiterate,132,158,30,0
Gujarat,1,2008,Female,Post-Graduate,0,2,0,0
Gujarat,1,2008,Male,Below Class X,2051,2668,186,0
Gujarat,1,2008,Male,Class X and above but below graduate,424,1072,56,0
Gujarat,1,2008,Male,Graduate,136,410,10,0
Gujarat,1,2008,Male,Holding technical degree/diploma etc,42,39,1,0
Gujarat,1,2008,Male,Illiterate,2009,2422,82,0
Gujarat,1,2008,Male,Post-Graduate,57,69,0,0
Gujarat,1,2009,Female,Below Class X,48,113,25,0
Gujarat,1,2009,Female,Class X and above but below graduate,7,13,1,0
Gujarat,1,2009,Female,Graduate,6,1,3,0
Gujarat,1,2009,Female,Holding technical degree/diploma etc,0,0,0,0
Gujarat,1,2009,Female,Illiterate,123,214,30,0
Gujarat,1,2009,Female,Post-Graduate,0,0,0,0
Gujarat,1,2009,Male,Below Class X,1769,2804,103,0
Gujarat,1,2009,Male,Class X and above but below graduate,415,711,19,0
Gujarat,1,2009,Male,Graduate,75,350,43,0
Gujarat,1,2009,Male,Holding technical degree/diploma etc,35,10,0,0
Gujarat,1,2009,Male,Illiterate,1863,2944,132,0
Gujarat,1,2009,Male,Post-Graduate,39,46,0,0
Gujarat,1,2010,Female,Below Class X,59,149,16,0
Gujarat,1,2010,Female,Class X and above but below graduate,4,46,0,0
Gujarat,1,2010,Female,Graduate,0,8,0,0
Gujarat,1,2010,Female,Holding technical degree/diploma etc,0,0,0,0
Gujarat,1,2010,Female,Illiterate,128,148,18,0
Gujarat,1,2010,Female,Post-Graduate,0,0,0,0
Gujarat,1,2010,Male,Below Class X,2201,3207,141,0
Gujarat,1,2010,Male,Class X and above but below graduate,548,1024,34,0
Gujarat,1,2010,Male,Graduate,102,283,3,0
Gujarat,1,2010,Male,Holding technical degree/diploma etc,40,20,0,0
Gujarat,1,2010,Male,Illiterate,1272,1987,32,0
Gujarat,1,2010,Male,Post-Graduate,20,38,0,0
Gujarat,1,2011,Female,Below Class X,134,126,19,0
Gujarat,1,2011,Female,Class X and above but below graduate,4,57,3,0
Gujarat,1,2011,Female,Graduate,0,9,0,0
Gujarat,1,2011,Female,Holding technical degree/diploma etc,0,0,0,0
Gujarat,1,2011,Female,Illiterate,37,136,24,0
Gujarat,1,2011,Female,Post-Graduate,1,0,0,0
Gujarat,1,2011,Male,Below Class X,2234,3005,227,0
Gujarat,1,2011,Male,Class X and above but below graduate,595,1306,61,0
Gujarat,1,2011,Male,Graduate,157,332,8,0
Gujarat,1,2011,Male,Holding technical degree/diploma etc,4,20,1,0
Gujarat,1,2011,Male,Illiterate,1301,1627,58,0
Gujarat,1,2011,Male,Post-Graduate,37,78,0,0
Gujarat,1,2012,Female,Below Class X,92,189,26,0
Gujarat,1,2012,Female,Class X and above but below graduate,11,21,3,0
Gujarat,1,2012,Female,Graduate,2,14,2,0
Gujarat,1,2012,Female,Holding technical degree/diploma etc,2,0,0,0
Gujarat,1,2012,Female,Illiterate,77,101,20,0
Gujarat,1,2012,Female,Post-Graduate,0,2,0,0
Gujarat,1,2012,Male,Below Class X,2790,3751,206,0
Gujarat,1,2012,Male,Class X and above but below graduate,589,880,111,0
Gujarat,1,2012,Male,Graduate,131,346,11,0
Gujarat,1,2012,Male,Holding technical degree/diploma etc,28,46,0,0
Gujarat,1,2012,Male,Illiterate,698,1191,136,0
Gujarat,1,2012,Male,Post-Graduate,33,72,4,0
Gujarat,1,2013,Female,Illiterate,106,176,24,0
Gujarat,1,2013,Female,Below Class X,44,161,5,0
Gujarat,1,2013,Female,Class X and above but below graduate,13,31,3,0
Gujarat,1,2013,Female,Graduate,1,7,0,0
Gujarat,1,2013,Female,Post-Graduate,0,4,0,0
Gujarat,1,2013,Female,Holding technical degree/diploma etc,2,0,0,0
Gujarat,1,2013,Male,Illiterate,1241,1712,148,0
Gujarat,1,2013,Male,Below Class X,1579,3810,276,0
Gujarat,1,2013,Male,Class X and above but below graduate,553,1055,138,0
Gujarat,1,2013,Male,Graduate,192,420,39,0
Gujarat,1,2013,Male,Post-Graduate,48,118,11,0
Gujarat,1,2013,Male,Holding technical degree/diploma etc,29,110,2,0
Haryana,1,2001,Female,Below Class X,19,99,0,0
Haryana,1,2001,Female,Class X and above but below graduate,12,17,0,0
Haryana,1,2001,Female,Graduate,6,10,0,0
Haryana,1,2001,Female,Holding technical degree/diploma etc,0,1,0,0
Haryana,1,2001,Female,Illiterate,66,195,0,0
Haryana,1,2001,Female,Post-Graduate,5,1,0,0
Haryana,1,2001,Male,Below Class X,1088,3365,0,11
Haryana,1,2001,Male,Class X and above but below graduate,615,1580,0,3
Haryana,1,2001,Male,Graduate,83,437,0,0
Haryana,1,2001,Male,Holding technical degree/diploma etc,29,51,0,0
Haryana,1,2001,Male,Illiterate,1144,2316,0,30
Haryana,1,2001,Male,Post-Graduate,25,140,0,0
Haryana,1,2002,Female,Below Class X,38,144,0,0
Haryana,1,2002,Female,Class X and above but below graduate,14,40,0,0
Haryana,1,2002,Female,Graduate,8,8,0,0
Haryana,1,2002,Female,Holding technical degree/diploma etc,0,1,0,0
Haryana,1,2002,Female,Illiterate,67,127,0,0
Haryana,1,2002,Female,Post-Graduate,3,1,0,0
Haryana,1,2002,Male,Below Class X,1412,3210,0,0
Haryana,1,2002,Male,Class X and above but below graduate,682,1617,0,0
Haryana,1,2002,Male,Graduate,119,258,0,0
Haryana,1,2002,Male,Holding technical degree/diploma etc,19,36,0,0
Haryana,1,2002,Male,Illiterate,1256,2243,0,8
Haryana,1,2002,Male,Post-Graduate,15,32,0,0
Haryana,1,2003,Female,Below Class X,54,96,0,0
Haryana,1,2003,Female,Class X and above but below graduate,19,23,0,0
Haryana,1,2003,Female,Graduate,0,1,0,0
Haryana,1,2003,Female,Holding technical degree/diploma etc,0,0,0,0
Haryana,1,2003,Female,Illiterate,92,217,0,0
Haryana,1,2003,Female,Post-Graduate,2,0,0,0
Haryana,1,2003,Male,Below Class X,1707,2994,0,51
Haryana,1,2003,Male,Class X and above but below graduate,921,1661,0,0
Haryana,1,2003,Male,Graduate,170,210,0,0
Haryana,1,2003,Male,Holding technical degree/diploma etc,17,19,0,0
Haryana,1,2003,Male,Illiterate,1432,2251,0,101
Haryana,1,2003,Male,Post-Graduate,29,32,0,0
Haryana,1,2004,Female,Below Class X,63,95,0,0
Haryana,1,2004,Female,Class X and above but below graduate,28,37,0,0
Haryana,1,2004,Female,Graduate,2,2,0,0
Haryana,1,2004,Female,Holding technical degree/diploma etc,0,0,0,0
Haryana,1,2004,Female,Illiterate,96,172,0,0
Haryana,1,2004,Female,Post-Graduate,1,0,0,0
Haryana,1,2004,Male,Below Class X,1986,3265,0,5
Haryana,1,2004,Male,Class X and above but below graduate,981,1594,0,3
Haryana,1,2004,Male,Graduate,157,215,0,0
Haryana,1,2004,Male,Holding technical degree/diploma etc,45,57,0,0
Haryana,1,2004,Male,Illiterate,1214,1912,0,5
Haryana,1,2004,Male,Post-Graduate,28,47,0,0
Haryana,1,2005,Female,Below Class X,58,130,0,0
Haryana,1,2005,Female,Class X and above but below graduate,13,32,0,0
Haryana,1,2005,Female,Graduate,1,9,0,0
Haryana,1,2005,Female,Holding technical degree/diploma etc,1,0,0,0
Haryana,1,2005,Female,Illiterate,115,155,0,1
Haryana,1,2005,Female,Post-Graduate,0,0,0,0
Haryana,1,2005,Male,Below Class X,1874,2846,0,16
Haryana,1,2005,Male,Class X and above but below graduate,836,1107,0,3
Haryana,1,2005,Male,Graduate,293,208,0,0
Haryana,1,2005,Male,Holding technical degree/diploma etc,24,21,0,0
Haryana,1,2005,Male,Illiterate,1532,3136,0,17
Haryana,1,2005,Male,Post-Graduate,46,73,0,0
Haryana,1,2006,Female,Below Class X,41,83,0,0
Haryana,1,2006,Female,Class X and above but below graduate,10,30,0,0
Haryana,1,2006,Female,Graduate,3,6,0,0
Haryana,1,2006,Female,Holding technical degree/diploma etc,0,0,0,0
Haryana,1,2006,Female,Illiterate,144,211,0,0
Haryana,1,2006,Female,Post-Graduate,2,3,0,0
Haryana,1,2006,Male,Below Class X,2229,3192,0,4
Haryana,1,2006,Male,Class X and above but below graduate,1058,1206,0,3
Haryana,1,2006,Male,Graduate,127,362,0,0
Haryana,1,2006,Male,Holding technical degree/diploma etc,36,80,0,0
Haryana,1,2006,Male,Illiterate,1285,2429,0,6
Haryana,1,2006,Male,Post-Graduate,53,84,0,0
Haryana,1,2007,Female,Below Class X,34,100,0,0
Haryana,1,2007,Female,Class X and above but below graduate,14,95,0,0
Haryana,1,2007,Female,Graduate,3,11,0,0
Haryana,1,2007,Female,Holding technical degree/diploma etc,0,0,0,0
Haryana,1,2007,Female,Illiterate,147,152,0,0
Haryana,1,2007,Female,Post-Graduate,3,2,0,0
Haryana,1,2007,Male,Below Class X,2118,2969,0,0
Haryana,1,2007,Male,Class X and above but below graduate,1065,2112,0,0
Haryana,1,2007,Male,Graduate,172,394,0,0
Haryana,1,2007,Male,Holding technical degree/diploma etc,39,84,0,0
Haryana,1,2007,Male,Illiterate,1326,2098,0,0
Haryana,1,2007,Male,Post-Graduate,55,100,0,0
Haryana,1,2008,Female,Below Class X,54,123,0,0
Haryana,1,2008,Female,Class X and above but below graduate,36,85,0,0
Haryana,1,2008,Female,Graduate,7,14,0,0
Haryana,1,2008,Female,Holding technical degree/diploma etc,0,0,0,0
Haryana,1,2008,Female,Illiterate,153,175,0,0
Haryana,1,2008,Female,Post-Graduate,5,5,0,0
Haryana,1,2008,Male,Below Class X,1891,3560,0,0
Haryana,1,2008,Male,Class X and above but below graduate,1320,1966,0,0
Haryana,1,2008,Male,Graduate,181,476,0,0
Haryana,1,2008,Male,Holding technical degree/diploma etc,27,84,0,0
Haryana,1,2008,Male,Illiterate,1665,2063,0,0
Haryana,1,2008,Male,Post-Graduate,48,111,0,0
Haryana,1,2009,Female,Below Class X,87,149,0,0
Haryana,1,2009,Female,Class X and above but below graduate,85,72,0,0
Haryana,1,2009,Female,Graduate,4,20,0,0
Haryana,1,2009,Female,Holding technical degree/diploma etc,0,1,0,0
Haryana,1,2009,Female,Illiterate,86,106,0,0
Haryana,1,2009,Female,Post-Graduate,2,6,0,0
Haryana,1,2009,Male,Below Class X,2248,2943,0,4
Haryana,1,2009,Male,Class X and above but below graduate,1311,2069,0,0
Haryana,1,2009,Male,Graduate,233,341,0,0
Haryana,1,2009,Male,Holding technical degree/diploma etc,25,61,0,0
Haryana,1,2009,Male,Illiterate,1655,2155,0,0
Haryana,1,2009,Male,Post-Graduate,56,118,0,0
Haryana,1,2010,Female,Below Class X,90,120,0,0
Haryana,1,2010,Female,Class X and above but below graduate,53,97,0,0
Haryana,1,2010,Female,Graduate,8,19,0,0
Haryana,1,2010,Female,Holding technical degree/diploma etc,0,0,0,0
Haryana,1,2010,Female,Illiterate,92,112,0,0
Haryana,1,2010,Female,Post-Graduate,2,2,0,0
Haryana,1,2010,Male,Below Class X,2504,3217,0,0
Haryana,1,2010,Male,Class X and above but below graduate,1466,1952,0,0
Haryana,1,2010,Male,Graduate,282,398,0,0
Haryana,1,2010,Male,Holding technical degree/diploma etc,39,68,0,0
Haryana,1,2010,Male,Illiterate,1600,1914,0,0
Haryana,1,2010,Male,Post-Graduate,75,109,0,0
Haryana,1,2011,Female,Below Class X,47,125,0,0
Haryana,1,2011,Female,Class X and above but below graduate,66,51,0,0
Haryana,1,2011,Female,Graduate,10,12,0,0
Haryana,1,2011,Female,Holding technical degree/diploma etc,0,1,0,0
Haryana,1,2011,Female,Illiterate,158,192,0,0
Haryana,1,2011,Female,Post-Graduate,4,4,0,0
Haryana,1,2011,Male,Below Class X,2597,3192,0,1
Haryana,1,2011,Male,Class X and above but below graduate,1533,2145,0,0
Haryana,1,2011,Male,Graduate,294,449,0,0
Haryana,1,2011,Male,Holding technical degree/diploma etc,37,75,0,0
Haryana,1,2011,Male,Illiterate,1713,2152,0,0
Haryana,1,2011,Male,Post-Graduate,70,105,0,0
Haryana,1,2012,Female,Below Class X,98,154,0,0
Haryana,1,2012,Female,Class X and above but below graduate,36,88,0,0
Haryana,1,2012,Female,Graduate,10,24,0,0
Haryana,1,2012,Female,Holding technical degree/diploma etc,3,3,0,0
Haryana,1,2012,Female,Illiterate,140,189,0,0
Haryana,1,2012,Female,Post-Graduate,3,2,0,0
Haryana,1,2012,Male,Below Class X,2637,4169,0,0
Haryana,1,2012,Male,Class X and above but below graduate,1775,2512,0,0
Haryana,1,2012,Male,Graduate,324,498,0,0
Haryana,1,2012,Male,Holding technical degree/diploma etc,46,172,0,0
Haryana,1,2012,Male,Illiterate,1561,2332,0,0
Haryana,1,2012,Male,Post-Graduate,68,108,0,0
Haryana,1,2013,Female,Illiterate,197,195,0,0
Haryana,1,2013,Female,Below Class X,91,146,0,0
Haryana,1,2013,Female,Class X and above but below graduate,52,104,0,0
Haryana,1,2013,Female,Graduate,12,24,0,0
Haryana,1,2013,Female,Post-Graduate,3,5,0,0
Haryana,1,2013,Female,Holding technical degree/diploma etc,0,1,0,0
Haryana,1,2013,Male,Illiterate,1914,2459,0,0
Haryana,1,2013,Male,Below Class X,2384,4023,0,1
Haryana,1,2013,Male,Class X and above but below graduate,1903,2801,0,0
Haryana,1,2013,Male,Graduate,320,617,0,0
Haryana,1,2013,Male,Post-Graduate,83,93,0,0
Haryana,1,2013,Male,Holding technical degree/diploma etc,61,155,0,0
Himachal Pradesh,1,2001,Female,Below Class X,2,4,0,0
Himachal Pradesh,1,2001,Female,Class X and above but below graduate,1,1,0,0
Himachal Pradesh,1,2001,Female,Graduate,1,1,0,0
Himachal Pradesh,1,2001,Female,Holding technical degree/diploma etc,0,0,0,0
Himachal Pradesh,1,2001,Female,Illiterate,7,9,0,0
Himachal Pradesh,1,2001,Female,Post-Graduate,0,0,0,0
Himachal Pradesh,1,2001,Male,Below Class X,80,120,0,0
Himachal Pradesh,1,2001,Male,Class X and above but below graduate,68,125,0,0
Himachal Pradesh,1,2001,Male,Graduate,46,50,0,0
Himachal Pradesh,1,2001,Male,Holding technical degree/diploma etc,0,0,0,0
Himachal Pradesh,1,2001,Male,Illiterate,184,198,0,0
Himachal Pradesh,1,2001,Male,Post-Graduate,6,4,0,0
Himachal Pradesh,1,2002,Female,Below Class X,3,8,0,0
Himachal Pradesh,1,2002,Female,Class X and above but below graduate,0,1,0,0
Himachal Pradesh,1,2002,Female,Graduate,0,2,0,0
Himachal Pradesh,1,2002,Female,Holding technical degree/diploma etc,0,0,0,0
Himachal Pradesh,1,2002,Female,Illiterate,4,9,0,0
Himachal Pradesh,1,2002,Female,Post-Graduate,0,0,0,0
Himachal Pradesh,1,2002,Male,Below Class X,244,194,0,0
Himachal Pradesh,1,2002,Male,Class X and above but below graduate,67,149,0,0
