state_name,year,details,Male,Female,Total
Jammu & Kashmir,2011,Un-natural Deaths,0,0,0
Jammu & Kashmir,2011,Un-natural Deaths - Suicides,0,0,0
Jammu & Kashmir,2011,Un-natural Deaths - Execution,0,0,0
Jammu & Kashmir,2011,Un-natural Deaths - Murder by inmates,0,0,0
Jammu & Kashmir,2011,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Jammu & Kashmir,2011,Un-natural Deaths - Deaths due to firing,0,0,0
Jammu & Kashmir,2011,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Jammu & Kashmir,2011,Un-natural Deaths - Others,0,0,0
Jammu & Kashmir,2012,Natural Deaths,4,0,4
Jammu & Kashmir,2012,Un-natural Deaths,0,0,0
Jammu & Kashmir,2012,Un-natural Deaths - Suicides,0,0,0
Jammu & Kashmir,2012,Un-natural Deaths - Execution,0,0,0
Jammu & Kashmir,2012,Un-natural Deaths - Murder by inmates,0,0,0
Jammu & Kashmir,2012,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Jammu & Kashmir,2012,Un-natural Deaths - Deaths due to firing,0,0,0
Jammu & Kashmir,2012,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Jammu & Kashmir,2012,Un-natural Deaths - Others,0,0,0
Jharkhand,2001,Natural Deaths,42,0,42
Jharkhand,2001,Un-natural Deaths,10,0,10
Jharkhand,2001,Un-natural Deaths - Suicides,0,0,0
Jharkhand,2001,Un-natural Deaths - Execution,0,0,0
Jharkhand,2001,Un-natural Deaths - Murder by inmates,0,0,0
Jharkhand,2001,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Jharkhand,2001,Un-natural Deaths - Deaths due to firing,0,0,0
Jharkhand,2001,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Jharkhand,2001,Un-natural Deaths - Others,10,0,10
Jharkhand,2002,Natural Deaths,32,1,33
Jharkhand,2002,Un-natural Deaths,0,0,0
Jharkhand,2002,Un-natural Deaths - Suicides,0,0,0
Jharkhand,2002,Un-natural Deaths - Execution,0,0,0
Jharkhand,2002,Un-natural Deaths - Murder by inmates,0,0,0
Jharkhand,2002,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Jharkhand,2002,Un-natural Deaths - Deaths due to firing,0,0,0
Jharkhand,2002,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Jharkhand,2002,Un-natural Deaths - Others,0,0,0
Jharkhand,2003,Natural Deaths,42,1,43
Jharkhand,2003,Un-natural Deaths,9,0,9
Jharkhand,2003,Un-natural Deaths - Suicides,2,0,2
Jharkhand,2003,Un-natural Deaths - Execution,0,0,0
Jharkhand,2003,Un-natural Deaths - Murder by inmates,1,0,1
Jharkhand,2003,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Jharkhand,2003,Un-natural Deaths - Deaths due to firing,0,0,0
Jharkhand,2003,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Jharkhand,2003,Un-natural Deaths - Others,6,0,6
Jharkhand,2004,Natural Deaths,46,0,46
Jharkhand,2004,Un-natural Deaths,6,0,6
Jharkhand,2004,Un-natural Deaths - Suicides,0,0,0
Jharkhand,2004,Un-natural Deaths - Execution,0,0,0
Jharkhand,2004,Un-natural Deaths - Murder by inmates,1,0,1
Jharkhand,2004,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Jharkhand,2004,Un-natural Deaths - Deaths due to firing,0,0,0
Jharkhand,2004,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Jharkhand,2004,Un-natural Deaths - Others,5,0,5
Jharkhand,2005,Natural Deaths,60,1,61
Jharkhand,2005,Un-natural Deaths,2,0,2
Jharkhand,2005,Un-natural Deaths - Suicides,0,0,0
Jharkhand,2005,Un-natural Deaths - Execution,0,0,0
Jharkhand,2005,Un-natural Deaths - Murder by inmates,0,0,0
Jharkhand,2005,Un-natural Deaths - Death due to assault by outside elements during transit or,1,0,1
Jharkhand,2005,Un-natural Deaths - Deaths due to firing,0,0,0
Jharkhand,2005,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Jharkhand,2005,Un-natural Deaths - Others,1,0,1
Jharkhand,2006,Natural Deaths,47,2,49
Jharkhand,2006,Un-natural Deaths,3,0,3
Jharkhand,2006,Un-natural Deaths - Suicides,2,0,2
Jharkhand,2006,Un-natural Deaths - Execution,0,0,0
Jharkhand,2006,Un-natural Deaths - Murder by inmates,0,0,0
Jharkhand,2006,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Jharkhand,2006,Un-natural Deaths - Deaths due to firing,0,0,0
Jharkhand,2006,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Jharkhand,2006,Un-natural Deaths - Others,1,0,1
Jharkhand,2007,Natural Deaths,51,2,53
Jharkhand,2007,Un-natural Deaths,3,0,3
Jharkhand,2007,Un-natural Deaths - Suicides,1,0,1
Jharkhand,2007,Un-natural Deaths - Execution,0,0,0
Jharkhand,2007,Un-natural Deaths - Murder by inmates,0,0,0
Jharkhand,2007,Un-natural Deaths - Death due to assault by outside elements during transit or,1,0,1
Jharkhand,2007,Un-natural Deaths - Deaths due to firing,0,0,0
Jharkhand,2007,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Jharkhand,2007,Un-natural Deaths - Others,1,0,1
Jharkhand,2008,Natural Deaths,50,1,51
Jharkhand,2008,Un-natural Deaths,2,1,3
Jharkhand,2008,Un-natural Deaths - Suicides,2,1,3
Jharkhand,2008,Un-natural Deaths - Execution,0,0,0
Jharkhand,2008,Un-natural Deaths - Murder by inmates,0,0,0
Jharkhand,2008,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Jharkhand,2008,Un-natural Deaths - Deaths due to firing,0,0,0
Jharkhand,2008,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Jharkhand,2008,Un-natural Deaths - Others,0,0,0
Jharkhand,2009,Natural Deaths,64,0,64
Jharkhand,2009,Un-natural Deaths,3,0,3
Jharkhand,2009,Un-natural Deaths - Suicides,1,0,1
Jharkhand,2009,Un-natural Deaths - Execution,0,0,0
Jharkhand,2009,Un-natural Deaths - Murder by inmates,2,0,2
Jharkhand,2009,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Jharkhand,2009,Un-natural Deaths - Deaths due to firing,0,0,0
Jharkhand,2009,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Jharkhand,2009,Un-natural Deaths - Others,0,0,0
Jharkhand,2010,Natural Deaths,48,3,51
Jharkhand,2010,Un-natural Deaths,2,0,2
Jharkhand,2010,Un-natural Deaths - Suicides,2,0,2
Jharkhand,2010,Un-natural Deaths - Execution,0,0,0
Jharkhand,2010,Un-natural Deaths - Murder by inmates,0,0,0
Jharkhand,2010,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Jharkhand,2010,Un-natural Deaths - Deaths due to firing,0,0,0
Jharkhand,2010,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Jharkhand,2010,Un-natural Deaths - Others,0,0,0
Jharkhand,2011,Natural Deaths,40,1,41
Jharkhand,2011,Un-natural Deaths,2,1,3
Jharkhand,2011,Un-natural Deaths - Suicides,2,1,3
Jharkhand,2011,Un-natural Deaths - Execution,0,0,0
Jharkhand,2011,Un-natural Deaths - Murder by inmates,0,0,0
Jharkhand,2011,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Jharkhand,2011,Un-natural Deaths - Deaths due to firing,0,0,0
Jharkhand,2011,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Jharkhand,2011,Un-natural Deaths - Others,0,0,0
Jharkhand,2012,Natural Deaths,36,5,41
Jharkhand,2012,Un-natural Deaths,2,0,2
Jharkhand,2012,Un-natural Deaths - Suicides,1,0,1
Jharkhand,2012,Un-natural Deaths - Execution,0,0,0
Jharkhand,2012,Un-natural Deaths - Murder by inmates,1,0,1
Jharkhand,2012,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Jharkhand,2012,Un-natural Deaths - Deaths due to firing,0,0,0
Jharkhand,2012,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Jharkhand,2012,Un-natural Deaths - Others,0,0,0
Karnataka,2001,Natural Deaths,45,0,45
Karnataka,2001,Un-natural Deaths,0,0,0
Karnataka,2001,Un-natural Deaths - Suicides,0,0,0
Karnataka,2001,Un-natural Deaths - Execution,0,0,0
Karnataka,2001,Un-natural Deaths - Murder by inmates,0,0,0
Karnataka,2001,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Karnataka,2001,Un-natural Deaths - Deaths due to firing,0,0,0
Karnataka,2001,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Karnataka,2001,Un-natural Deaths - Others,0,0,0
Karnataka,2002,Natural Deaths,39,0,39
Karnataka,2002,Un-natural Deaths,3,0,3
Karnataka,2002,Un-natural Deaths - Suicides,1,0,1
Karnataka,2002,Un-natural Deaths - Execution,0,0,0
Karnataka,2002,Un-natural Deaths - Murder by inmates,0,0,0
Karnataka,2002,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Karnataka,2002,Un-natural Deaths - Deaths due to firing,0,0,0
Karnataka,2002,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Karnataka,2002,Un-natural Deaths - Others,2,0,2
Karnataka,2003,Natural Deaths,56,0,56
Karnataka,2003,Un-natural Deaths,0,0,0
Karnataka,2003,Un-natural Deaths - Suicides,0,0,0
Karnataka,2003,Un-natural Deaths - Execution,0,0,0
Karnataka,2003,Un-natural Deaths - Murder by inmates,0,0,0
Karnataka,2003,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Karnataka,2003,Un-natural Deaths - Deaths due to firing,0,0,0
Karnataka,2003,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Karnataka,2003,Un-natural Deaths - Others,0,0,0
Karnataka,2004,Natural Deaths,49,0,49
Karnataka,2004,Un-natural Deaths,3,0,3
Karnataka,2004,Un-natural Deaths - Suicides,3,0,3
Karnataka,2004,Un-natural Deaths - Execution,0,0,0
Karnataka,2004,Un-natural Deaths - Murder by inmates,0,0,0
Karnataka,2004,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Karnataka,2004,Un-natural Deaths - Deaths due to firing,0,0,0
Karnataka,2004,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Karnataka,2004,Un-natural Deaths - Others,0,0,0
Karnataka,2005,Natural Deaths,57,2,59
Karnataka,2005,Un-natural Deaths,2,0,2
Karnataka,2005,Un-natural Deaths - Suicides,2,0,2
Karnataka,2005,Un-natural Deaths - Execution,0,0,0
Karnataka,2005,Un-natural Deaths - Murder by inmates,0,0,0
Karnataka,2005,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Karnataka,2005,Un-natural Deaths - Deaths due to firing,0,0,0
Karnataka,2005,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Karnataka,2005,Un-natural Deaths - Others,0,0,0
Karnataka,2006,Natural Deaths,67,1,68
Karnataka,2006,Un-natural Deaths,2,0,2
Karnataka,2006,Un-natural Deaths - Suicides,1,0,1
Karnataka,2006,Un-natural Deaths - Execution,0,0,0
Karnataka,2006,Un-natural Deaths - Murder by inmates,1,0,1
Karnataka,2006,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Karnataka,2006,Un-natural Deaths - Deaths due to firing,0,0,0
Karnataka,2006,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Karnataka,2006,Un-natural Deaths - Others,0,0,0
Karnataka,2007,Natural Deaths,56,0,56
Karnataka,2007,Un-natural Deaths,5,0,5
Karnataka,2007,Un-natural Deaths - Suicides,1,0,1
Karnataka,2007,Un-natural Deaths - Execution,0,0,0
Karnataka,2007,Un-natural Deaths - Murder by inmates,0,0,0
Karnataka,2007,Un-natural Deaths - Death due to assault by outside elements during transit or,1,0,1
Karnataka,2007,Un-natural Deaths - Deaths due to firing,0,0,0
Karnataka,2007,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Karnataka,2007,Un-natural Deaths - Others,3,0,3
Karnataka,2008,Natural Deaths,75,0,75
Karnataka,2008,Un-natural Deaths,10,0,10
Karnataka,2008,Un-natural Deaths - Suicides,10,0,10
Karnataka,2008,Un-natural Deaths - Execution,0,0,0
Karnataka,2008,Un-natural Deaths - Murder by inmates,0,0,0
Karnataka,2008,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Karnataka,2008,Un-natural Deaths - Deaths due to firing,0,0,0
Karnataka,2008,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Karnataka,2008,Un-natural Deaths - Others,0,0,0
Karnataka,2009,Natural Deaths,71,1,72
Karnataka,2009,Un-natural Deaths,13,0,13
Karnataka,2009,Un-natural Deaths - Suicides,13,0,13
Karnataka,2009,Un-natural Deaths - Execution,0,0,0
Karnataka,2009,Un-natural Deaths - Murder by inmates,0,0,0
Karnataka,2009,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Karnataka,2009,Un-natural Deaths - Deaths due to firing,0,0,0
Karnataka,2009,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Karnataka,2009,Un-natural Deaths - Others,0,0,0
Karnataka,2010,Natural Deaths,56,0,56
Karnataka,2010,Un-natural Deaths,12,0,12
Karnataka,2010,Un-natural Deaths - Suicides,12,0,12
Karnataka,2010,Un-natural Deaths - Execution,0,0,0
Karnataka,2010,Un-natural Deaths - Murder by inmates,0,0,0
Karnataka,2010,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Karnataka,2010,Un-natural Deaths - Deaths due to firing,0,0,0
Karnataka,2010,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Karnataka,2010,Un-natural Deaths - Others,0,0,0
Karnataka,2011,Natural Deaths,51,1,52
Karnataka,2011,Un-natural Deaths,5,0,5
Karnataka,2011,Un-natural Deaths - Suicides,4,0,4
Karnataka,2011,Un-natural Deaths - Execution,0,0,0
Karnataka,2011,Un-natural Deaths - Murder by inmates,1,0,1
Karnataka,2011,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Karnataka,2011,Un-natural Deaths - Deaths due to firing,0,0,0
Karnataka,2011,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Karnataka,2011,Un-natural Deaths - Others,0,0,0
Karnataka,2012,Natural Deaths,61,1,62
Karnataka,2012,Un-natural Deaths,6,1,7
Karnataka,2012,Un-natural Deaths - Suicides,6,1,7
Karnataka,2012,Un-natural Deaths - Execution,0,0,0
Karnataka,2012,Un-natural Deaths - Murder by inmates,0,0,0
Karnataka,2012,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Karnataka,2012,Un-natural Deaths - Deaths due to firing,0,0,0
Karnataka,2012,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Karnataka,2012,Un-natural Deaths - Others,0,0,0
Kerala,2001,Natural Deaths,31,0,31
Kerala,2001,Un-natural Deaths,2,0,2
Kerala,2001,Un-natural Deaths - Suicides,2,0,2
Kerala,2001,Un-natural Deaths - Execution,0,0,0
Kerala,2001,Un-natural Deaths - Murder by inmates,0,0,0
Kerala,2001,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Kerala,2001,Un-natural Deaths - Deaths due to firing,0,0,0
Kerala,2001,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Kerala,2001,Un-natural Deaths - Others,0,0,0
Kerala,2002,Natural Deaths,43,0,43
Kerala,2002,Un-natural Deaths,0,0,0
Kerala,2002,Un-natural Deaths - Suicides,0,0,0
Kerala,2002,Un-natural Deaths - Execution,0,0,0
Kerala,2002,Un-natural Deaths - Murder by inmates,0,0,0
Kerala,2002,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Kerala,2002,Un-natural Deaths - Deaths due to firing,0,0,0
Kerala,2002,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Kerala,2002,Un-natural Deaths - Others,0,0,0
Kerala,2003,Natural Deaths,28,0,28
Kerala,2003,Un-natural Deaths,1,0,1
Kerala,2003,Un-natural Deaths - Suicides,1,0,1
Kerala,2003,Un-natural Deaths - Execution,0,0,0
Kerala,2003,Un-natural Deaths - Murder by inmates,0,0,0
Kerala,2003,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Kerala,2003,Un-natural Deaths - Deaths due to firing,0,0,0
Kerala,2003,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Kerala,2003,Un-natural Deaths - Others,0,0,0
Kerala,2004,Natural Deaths,45,0,45
Kerala,2004,Un-natural Deaths,3,0,3
Kerala,2004,Un-natural Deaths - Suicides,2,0,2
Kerala,2004,Un-natural Deaths - Execution,0,0,0
Kerala,2004,Un-natural Deaths - Murder by inmates,1,0,1
Kerala,2004,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Kerala,2004,Un-natural Deaths - Deaths due to firing,0,0,0
Kerala,2004,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Kerala,2004,Un-natural Deaths - Others,0,0,0
Kerala,2005,Natural Deaths,34,0,34
Kerala,2005,Un-natural Deaths,3,1,4
Kerala,2005,Un-natural Deaths - Suicides,3,1,4
Kerala,2005,Un-natural Deaths - Execution,0,0,0
Kerala,2005,Un-natural Deaths - Murder by inmates,0,0,0
Kerala,2005,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Kerala,2005,Un-natural Deaths - Deaths due to firing,0,0,0
Kerala,2005,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Kerala,2005,Un-natural Deaths - Others,0,0,0
Kerala,2006,Natural Deaths,34,2,36
Kerala,2006,Un-natural Deaths,3,0,3
Kerala,2006,Un-natural Deaths - Suicides,3,0,3
Kerala,2006,Un-natural Deaths - Execution,0,0,0
Kerala,2006,Un-natural Deaths - Murder by inmates,0,0,0
Kerala,2006,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Kerala,2006,Un-natural Deaths - Deaths due to firing,0,0,0
Kerala,2006,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Kerala,2006,Un-natural Deaths - Others,0,0,0
Kerala,2007,Natural Deaths,42,2,44
Kerala,2007,Un-natural Deaths,0,0,0
Kerala,2007,Un-natural Deaths - Suicides,0,0,0
Kerala,2007,Un-natural Deaths - Execution,0,0,0
Kerala,2007,Un-natural Deaths - Murder by inmates,0,0,0
Kerala,2007,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Kerala,2007,Un-natural Deaths - Deaths due to firing,0,0,0
Kerala,2007,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Kerala,2007,Un-natural Deaths - Others,0,0,0
Kerala,2008,Natural Deaths,39,2,41
Kerala,2008,Un-natural Deaths,0,0,0
Kerala,2008,Un-natural Deaths - Suicides,0,0,0
Kerala,2008,Un-natural Deaths - Execution,0,0,0
Kerala,2008,Un-natural Deaths - Murder by inmates,0,0,0
Kerala,2008,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Kerala,2008,Un-natural Deaths - Deaths due to firing,0,0,0
Kerala,2008,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Kerala,2008,Un-natural Deaths - Others,0,0,0
Kerala,2009,Natural Deaths,38,1,39
Kerala,2009,Un-natural Deaths,3,0,3
Kerala,2009,Un-natural Deaths - Suicides,3,0,3
Kerala,2009,Un-natural Deaths - Execution,0,0,0
Kerala,2009,Un-natural Deaths - Murder by inmates,0,0,0
Kerala,2009,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Kerala,2009,Un-natural Deaths - Deaths due to firing,0,0,0
Kerala,2009,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Kerala,2009,Un-natural Deaths - Others,0,0,0
Kerala,2010,Natural Deaths,42,0,42
Kerala,2010,Un-natural Deaths,4,0,4
Kerala,2010,Un-natural Deaths - Suicides,4,0,4
Kerala,2010,Un-natural Deaths - Execution,0,0,0
Kerala,2010,Un-natural Deaths - Murder by inmates,0,0,0
Kerala,2010,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Kerala,2010,Un-natural Deaths - Deaths due to firing,0,0,0
Kerala,2010,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Kerala,2010,Un-natural Deaths - Others,0,0,0
Kerala,2011,Natural Deaths,36,0,36
Kerala,2011,Un-natural Deaths,2,0,2
Kerala,2011,Un-natural Deaths - Suicides,2,0,2
Kerala,2011,Un-natural Deaths - Execution,0,0,0
Kerala,2011,Un-natural Deaths - Murder by inmates,0,0,0
Kerala,2011,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Kerala,2011,Un-natural Deaths - Deaths due to firing,0,0,0
Kerala,2011,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Kerala,2011,Un-natural Deaths - Others,0,0,0
Kerala,2012,Natural Deaths,30,0,30
Kerala,2012,Un-natural Deaths,2,0,2
Kerala,2012,Un-natural Deaths - Suicides,2,0,2
Kerala,2012,Un-natural Deaths - Execution,0,0,0
Kerala,2012,Un-natural Deaths - Murder by inmates,0,0,0
Kerala,2012,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Kerala,2012,Un-natural Deaths - Deaths due to firing,0,0,0
Kerala,2012,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Kerala,2012,Un-natural Deaths - Others,0,0,0
Madhya Pradesh,2001,Natural Deaths,63,0,63
Madhya Pradesh,2001,Un-natural Deaths,4,0,4
Madhya Pradesh,2001,Un-natural Deaths - Suicides,1,0,1
Madhya Pradesh,2001,Un-natural Deaths - Execution,0,0,0
Madhya Pradesh,2001,Un-natural Deaths - Murder by inmates,1,0,1
Madhya Pradesh,2001,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Madhya Pradesh,2001,Un-natural Deaths - Deaths due to firing,0,0,0
Madhya Pradesh,2001,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Madhya Pradesh,2001,Un-natural Deaths - Others,2,0,2
Madhya Pradesh,2002,Natural Deaths,107,0,107
Madhya Pradesh,2002,Un-natural Deaths,2,0,2
Madhya Pradesh,2002,Un-natural Deaths - Suicides,2,0,2
Madhya Pradesh,2002,Un-natural Deaths - Execution,0,0,0
Madhya Pradesh,2002,Un-natural Deaths - Murder by inmates,0,0,0
Madhya Pradesh,2002,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Madhya Pradesh,2002,Un-natural Deaths - Deaths due to firing,0,0,0
Madhya Pradesh,2002,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Madhya Pradesh,2002,Un-natural Deaths - Others,0,0,0
Madhya Pradesh,2003,Natural Deaths,93,0,93
Madhya Pradesh,2003,Un-natural Deaths,0,0,0
Madhya Pradesh,2003,Un-natural Deaths - Suicides,0,0,0
Madhya Pradesh,2003,Un-natural Deaths - Execution,0,0,0
Madhya Pradesh,2003,Un-natural Deaths - Murder by inmates,0,0,0
Madhya Pradesh,2003,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Madhya Pradesh,2003,Un-natural Deaths - Deaths due to firing,0,0,0
Madhya Pradesh,2003,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Madhya Pradesh,2003,Un-natural Deaths - Others,0,0,0
Madhya Pradesh,2004,Natural Deaths,75,0,75
Madhya Pradesh,2004,Un-natural Deaths,0,0,0
Madhya Pradesh,2004,Un-natural Deaths - Suicides,0,0,0
Madhya Pradesh,2004,Un-natural Deaths - Execution,0,0,0
Madhya Pradesh,2004,Un-natural Deaths - Murder by inmates,0,0,0
Madhya Pradesh,2004,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Madhya Pradesh,2004,Un-natural Deaths - Deaths due to firing,0,0,0
Madhya Pradesh,2004,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Madhya Pradesh,2004,Un-natural Deaths - Others,0,0,0
Madhya Pradesh,2005,Natural Deaths,96,0,96
Madhya Pradesh,2005,Un-natural Deaths,5,0,5
Madhya Pradesh,2005,Un-natural Deaths - Suicides,4,0,4
Madhya Pradesh,2005,Un-natural Deaths - Execution,0,0,0
Madhya Pradesh,2005,Un-natural Deaths - Murder by inmates,1,0,1
Madhya Pradesh,2005,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Madhya Pradesh,2005,Un-natural Deaths - Deaths due to firing,0,0,0
Madhya Pradesh,2005,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Madhya Pradesh,2005,Un-natural Deaths - Others,0,0,0
Madhya Pradesh,2006,Natural Deaths,75,1,76
Madhya Pradesh,2006,Un-natural Deaths,0,0,0
Madhya Pradesh,2006,Un-natural Deaths - Suicides,0,0,0
Madhya Pradesh,2006,Un-natural Deaths - Execution,0,0,0
Madhya Pradesh,2006,Un-natural Deaths - Murder by inmates,0,0,0
Madhya Pradesh,2006,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Madhya Pradesh,2006,Un-natural Deaths - Deaths due to firing,0,0,0
Madhya Pradesh,2006,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Madhya Pradesh,2006,Un-natural Deaths - Others,0,0,0
Madhya Pradesh,2007,Natural Deaths,74,0,74
Madhya Pradesh,2007,Un-natural Deaths,4,0,4
Madhya Pradesh,2007,Un-natural Deaths - Suicides,1,0,1
Madhya Pradesh,2007,Un-natural Deaths - Execution,0,0,0
Madhya Pradesh,2007,Un-natural Deaths - Murder by inmates,0,0,0
Madhya Pradesh,2007,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Madhya Pradesh,2007,Un-natural Deaths - Deaths due to firing,0,0,0
Madhya Pradesh,2007,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Madhya Pradesh,2007,Un-natural Deaths - Others,3,0,3
Madhya Pradesh,2008,Natural Deaths,91,1,92
Madhya Pradesh,2008,Un-natural Deaths,5,0,5
Madhya Pradesh,2008,Un-natural Deaths - Suicides,2,0,2
Madhya Pradesh,2008,Un-natural Deaths - Execution,0,0,0
Madhya Pradesh,2008,Un-natural Deaths - Murder by inmates,1,0,1
Madhya Pradesh,2008,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Madhya Pradesh,2008,Un-natural Deaths - Deaths due to firing,2,0,2
Madhya Pradesh,2008,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Madhya Pradesh,2008,Un-natural Deaths - Others,0,0,0
Madhya Pradesh,2009,Natural Deaths,75,5,80
Madhya Pradesh,2009,Un-natural Deaths,3,0,3
Madhya Pradesh,2009,Un-natural Deaths - Suicides,1,0,1
Madhya Pradesh,2009,Un-natural Deaths - Execution,0,0,0
Madhya Pradesh,2009,Un-natural Deaths - Murder by inmates,0,0,0
Madhya Pradesh,2009,Un-natural Deaths - Death due to assault by outside elements during transit or,0,0,0
Madhya Pradesh,2009,Un-natural Deaths - Deaths due to firing,2,0,2
Madhya Pradesh,2009,Un-natural Deaths - Deaths due to negligence by Jail Personnel,0,0,0
Madhya Pradesh,2009,Un-natural Deaths - Others,0,0,0
Madhya Pradesh,2010,Natural Deaths,88,2,90
Madhya Pradesh,2010,Un-natural Deaths,1,0,1
Madhya Pradesh,2010,Un-natural Deaths - Suicides,1,0,1
Madhya Pradesh,2010,Un-natural Deaths - Execution,0,0,0
