state_name,is_state,year,category,type,gender,age_16_18,age_18_30,age_30_50,age_50_above
D & N Haveli,0,2003,Foreigners,Convicts,Male,0,0,0,0
D & N Haveli,0,2003,Foreigners,Detenus,Female,0,0,0,0
D & N Haveli,0,2003,Foreigners,Detenus,Male,0,0,0,0
D & N Haveli,0,2003,Foreigners,Others,Female,0,0,0,0
D & N Haveli,0,2003,Foreigners,Others,Male,0,0,0,0
D & N Haveli,0,2003,Foreigners,Under Trials,Female,0,0,0,0
D & N Haveli,0,2003,Foreigners,Under Trials,Male,0,0,0,0
D & N Haveli,0,2003,Indians,Convicts,Female,0,0,0,0
D & N Haveli,0,2003,Indians,Convicts,Male,0,0,0,0
D & N Haveli,0,2003,Indians,Detenus,Female,0,0,0,0
D & N Haveli,0,2003,Indians,Detenus,Male,0,0,0,0
D & N Haveli,0,2003,Indians,Others,Female,0,0,0,0
D & N Haveli,0,2003,Indians,Others,Male,0,0,0,0
D & N Haveli,0,2003,Indians,Under Trials,Female,0,0,0,0
D & N Haveli,0,2003,Indians,Under Trials,Male,0,120,47,5
D & N Haveli,0,2004,Foreigners,Convicts,Female,0,0,0,0
D & N Haveli,0,2004,Foreigners,Convicts,Male,0,0,0,0
D & N Haveli,0,2004,Foreigners,Detenus,Female,0,0,0,0
D & N Haveli,0,2004,Foreigners,Detenus,Male,0,0,0,0
D & N Haveli,0,2004,Foreigners,Others,Female,0,0,0,0
D & N Haveli,0,2004,Foreigners,Others,Male,0,0,0,0
D & N Haveli,0,2004,Foreigners,Under Trials,Female,0,0,0,0
D & N Haveli,0,2004,Foreigners,Under Trials,Male,0,0,0,0
D & N Haveli,0,2004,Indians,Convicts,Female,0,0,0,0
D & N Haveli,0,2004,Indians,Convicts,Male,0,0,0,0
D & N Haveli,0,2004,Indians,Detenus,Female,0,0,0,0
D & N Haveli,0,2004,Indians,Detenus,Male,0,0,0,0
D & N Haveli,0,2004,Indians,Others,Female,0,0,0,0
D & N Haveli,0,2004,Indians,Others,Male,0,0,0,0
D & N Haveli,0,2004,Indians,Under Trials,Female,0,0,0,0
D & N Haveli,0,2004,Indians,Under Trials,Male,0,25,8,0
D & N Haveli,0,2005,Foreigners,Convicts,Female,0,0,0,0
D & N Haveli,0,2005,Foreigners,Convicts,Male,0,0,0,0
D & N Haveli,0,2005,Foreigners,Detenus,Female,0,0,0,0
D & N Haveli,0,2005,Foreigners,Detenus,Male,0,0,0,0
D & N Haveli,0,2005,Foreigners,Others,Female,0,0,0,0
D & N Haveli,0,2005,Foreigners,Others,Male,0,0,0,0
D & N Haveli,0,2005,Foreigners,Under Trials,Female,0,0,0,0
D & N Haveli,0,2005,Foreigners,Under Trials,Male,0,0,0,0
D & N Haveli,0,2005,Indians,Convicts,Female,0,0,0,0
D & N Haveli,0,2005,Indians,Convicts,Male,0,0,0,0
D & N Haveli,0,2005,Indians,Detenus,Female,0,0,0,0
D & N Haveli,0,2005,Indians,Detenus,Male,0,0,0,0
D & N Haveli,0,2005,Indians,Others,Female,0,0,0,0
D & N Haveli,0,2005,Indians,Others,Male,0,0,0,0
D & N Haveli,0,2005,Indians,Under Trials,Female,0,0,0,0
D & N Haveli,0,2005,Indians,Under Trials,Male,0,15,14,0
D & N Haveli,0,2006,Foreigners,Convicts,Female,0,0,0,0
D & N Haveli,0,2006,Foreigners,Convicts,Male,0,0,0,0
D & N Haveli,0,2006,Foreigners,Detenus,Female,0,0,0,0
D & N Haveli,0,2006,Foreigners,Detenus,Male,0,0,0,0
D & N Haveli,0,2006,Foreigners,Others,Female,0,0,0,0
D & N Haveli,0,2006,Foreigners,Others,Male,0,0,0,0
D & N Haveli,0,2006,Foreigners,Under Trials,Female,0,0,0,0
D & N Haveli,0,2006,Foreigners,Under Trials,Male,0,0,0,0
D & N Haveli,0,2006,Indians,Convicts,Female,0,0,0,0
D & N Haveli,0,2006,Indians,Convicts,Male,0,0,0,0
D & N Haveli,0,2006,Indians,Detenus,Female,0,0,0,0
D & N Haveli,0,2006,Indians,Detenus,Male,0,0,0,0
D & N Haveli,0,2006,Indians,Others,Female,0,0,0,0
D & N Haveli,0,2006,Indians,Others,Male,0,0,0,0
D & N Haveli,0,2006,Indians,Under Trials,Female,0,0,0,0
D & N Haveli,0,2006,Indians,Under Trials,Male,0,26,6,1
D & N Haveli,0,2007,Foreigners,Convicts,Female,0,0,0,0
D & N Haveli,0,2007,Foreigners,Convicts,Male,0,0,0,0
D & N Haveli,0,2007,Foreigners,Detenus,Female,0,0,0,0
D & N Haveli,0,2007,Foreigners,Detenus,Male,0,0,0,0
D & N Haveli,0,2007,Foreigners,Others,Female,0,0,0,0
D & N Haveli,0,2007,Foreigners,Others,Male,0,0,0,0
D & N Haveli,0,2007,Foreigners,Under Trials,Female,0,0,0,0
D & N Haveli,0,2007,Foreigners,Under Trials,Male,0,0,0,0
D & N Haveli,0,2007,Indians,Convicts,Female,0,0,0,0
D & N Haveli,0,2007,Indians,Convicts,Male,0,0,0,0
D & N Haveli,0,2007,Indians,Detenus,Female,0,0,0,0
D & N Haveli,0,2007,Indians,Detenus,Male,0,0,0,0
D & N Haveli,0,2007,Indians,Others,Female,0,0,0,0
D & N Haveli,0,2007,Indians,Others,Male,0,0,0,0
D & N Haveli,0,2007,Indians,Under Trials,Female,0,0,0,0
D & N Haveli,0,2007,Indians,Under Trials,Male,0,21,7,0
D & N Haveli,0,2008,Foreigners,Convicts,Female,0,0,0,0
D & N Haveli,0,2008,Foreigners,Convicts,Male,0,0,0,0
D & N Haveli,0,2008,Foreigners,Detenus,Female,0,0,0,0
D & N Haveli,0,2008,Foreigners,Detenus,Male,0,0,0,0
D & N Haveli,0,2008,Foreigners,Others,Female,0,0,0,0
D & N Haveli,0,2008,Foreigners,Others,Male,0,0,0,0
D & N Haveli,0,2008,Foreigners,Under Trials,Female,0,0,0,0
D & N Haveli,0,2008,Foreigners,Under Trials,Male,0,0,0,0
D & N Haveli,0,2008,Indians,Convicts,Female,0,0,0,0
D & N Haveli,0,2008,Indians,Convicts,Male,0,10,1,0
D & N Haveli,0,2008,Indians,Detenus,Female,0,0,0,0
D & N Haveli,0,2008,Indians,Detenus,Male,0,0,0,0
D & N Haveli,0,2008,Indians,Others,Female,0,0,0,0
D & N Haveli,0,2008,Indians,Others,Male,0,0,0,0
D & N Haveli,0,2008,Indians,Under Trials,Female,0,2,1,0
D & N Haveli,0,2008,Indians,Under Trials,Male,0,7,25,0
D & N Haveli,0,2009,Foreigners,Convicts,Female,0,0,0,0
D & N Haveli,0,2009,Foreigners,Convicts,Male,0,0,0,0
D & N Haveli,0,2009,Foreigners,Detenus,Female,0,0,0,0
D & N Haveli,0,2009,Foreigners,Detenus,Male,0,0,0,0
D & N Haveli,0,2009,Foreigners,Others,Female,0,0,0,0
D & N Haveli,0,2009,Foreigners,Others,Male,0,0,0,0
D & N Haveli,0,2009,Foreigners,Under Trials,Female,0,0,0,0
D & N Haveli,0,2009,Foreigners,Under Trials,Male,0,0,0,0
D & N Haveli,0,2009,Indians,Convicts,Female,0,0,0,0
D & N Haveli,0,2009,Indians,Convicts,Male,0,2,0,0
D & N Haveli,0,2009,Indians,Detenus,Female,0,0,0,0
D & N Haveli,0,2009,Indians,Detenus,Male,0,0,0,0
D & N Haveli,0,2009,Indians,Others,Female,0,0,0,0
D & N Haveli,0,2009,Indians,Others,Male,0,0,0,0
D & N Haveli,0,2009,Indians,Under Trials,Female,0,1,1,0
D & N Haveli,0,2009,Indians,Under Trials,Male,0,51,1,0
D & N Haveli,0,2010,Foreigners,Convicts,Female,0,0,0,0
D & N Haveli,0,2010,Foreigners,Convicts,Male,0,0,0,0
D & N Haveli,0,2010,Foreigners,Detenus,Female,0,0,0,0
D & N Haveli,0,2010,Foreigners,Detenus,Male,0,0,0,0
D & N Haveli,0,2010,Foreigners,Others,Female,0,0,0,0
D & N Haveli,0,2010,Foreigners,Others,Male,0,0,0,0
D & N Haveli,0,2010,Foreigners,Under Trials,Female,0,0,0,0
D & N Haveli,0,2010,Foreigners,Under Trials,Male,0,1,0,0
D & N Haveli,0,2010,Indians,Convicts,Female,0,0,0,0
D & N Haveli,0,2010,Indians,Convicts,Male,0,0,0,0
D & N Haveli,0,2010,Indians,Detenus,Female,0,0,0,0
D & N Haveli,0,2010,Indians,Detenus,Male,0,0,0,0
D & N Haveli,0,2010,Indians,Others,Female,0,0,0,0
D & N Haveli,0,2010,Indians,Others,Male,0,0,0,0
D & N Haveli,0,2010,Indians,Under Trials,Female,0,0,0,0
D & N Haveli,0,2010,Indians,Under Trials,Male,0,33,5,3
D & N Haveli,0,2011,Foreigners,Convicts,Female,0,0,0,0
D & N Haveli,0,2011,Foreigners,Convicts,Male,0,0,0,0
D & N Haveli,0,2011,Foreigners,Detenus,Female,0,0,0,0
D & N Haveli,0,2011,Foreigners,Detenus,Male,0,0,0,0
D & N Haveli,0,2011,Foreigners,Others,Female,0,0,0,0
D & N Haveli,0,2011,Foreigners,Others,Male,0,0,0,0
D & N Haveli,0,2011,Foreigners,Under Trials,Female,0,0,0,0
D & N Haveli,0,2011,Foreigners,Under Trials,Male,0,1,0,0
D & N Haveli,0,2011,Indians,Convicts,Female,0,0,0,0
D & N Haveli,0,2011,Indians,Convicts,Male,0,0,0,0
D & N Haveli,0,2011,Indians,Detenus,Female,0,0,0,0
D & N Haveli,0,2011,Indians,Detenus,Male,0,0,0,0
D & N Haveli,0,2011,Indians,Others,Female,0,0,0,0
D & N Haveli,0,2011,Indians,Others,Male,0,0,0,0
D & N Haveli,0,2011,Indians,Under Trials,Female,0,0,2,0
D & N Haveli,0,2011,Indians,Under Trials,Male,0,16,4,2
D & N Haveli,0,2012,Foreigners,Convicts,Female,0,0,0,0
D & N Haveli,0,2012,Foreigners,Convicts,Male,0,0,0,0
D & N Haveli,0,2012,Foreigners,Detenus,Female,0,0,0,0
D & N Haveli,0,2012,Foreigners,Detenus,Male,0,0,0,0
D & N Haveli,0,2012,Foreigners,Others,Female,0,0,0,0
D & N Haveli,0,2012,Foreigners,Others,Male,0,0,0,0
D & N Haveli,0,2012,Foreigners,Under Trials,Female,0,0,0,0
D & N Haveli,0,2012,Foreigners,Under Trials,Male,0,0,0,0
D & N Haveli,0,2012,Indians,Convicts,Female,0,0,0,0
D & N Haveli,0,2012,Indians,Convicts,Male,0,0,0,0
D & N Haveli,0,2012,Indians,Detenus,Female,0,0,0,0
D & N Haveli,0,2012,Indians,Detenus,Male,0,0,0,0
D & N Haveli,0,2012,Indians,Others,Female,0,0,0,0
D & N Haveli,0,2012,Indians,Others,Male,0,0,0,0
D & N Haveli,0,2012,Indians,Under Trials,Female,0,0,1,1
D & N Haveli,0,2012,Indians,Under Trials,Male,0,14,17,4
D & N Haveli,0,2013,Foreigners,Convicts,Female,0,0,0,0
D & N Haveli,0,2013,Foreigners,Convicts,Male,0,0,0,0
D & N Haveli,0,2013,Foreigners,Detenus,Female,0,0,0,0
D & N Haveli,0,2013,Foreigners,Detenus,Male,0,0,0,0
D & N Haveli,0,2013,Foreigners,Others,Female,0,0,0,0
D & N Haveli,0,2013,Foreigners,Others,Male,0,0,0,0
D & N Haveli,0,2013,Foreigners,Under Trials,Female,0,0,0,0
D & N Haveli,0,2013,Foreigners,Under Trials,Male,0,0,0,0
D & N Haveli,0,2013,Indians,Convicts,Female,0,0,0,0
D & N Haveli,0,2013,Indians,Convicts,Male,0,0,0,0
D & N Haveli,0,2013,Indians,Detenus,Female,0,0,0,0
D & N Haveli,0,2013,Indians,Detenus,Male,0,0,0,0
D & N Haveli,0,2013,Indians,Others,Female,0,0,0,0
D & N Haveli,0,2013,Indians,Others,Male,0,0,0,0
D & N Haveli,0,2013,Indians,Under Trials,Female,0,0,0,0
D & N Haveli,0,2013,Indians,Under Trials,Male,0,21,12,2
Daman & Diu,0,2001,Foreigners,Convicts,Female,0,0,0,0
Daman & Diu,0,2001,Foreigners,Convicts,Male,0,0,0,0
Daman & Diu,0,2001,Foreigners,Detenus,Female,0,0,0,0
Daman & Diu,0,2001,Foreigners,Detenus,Male,0,0,0,0
Daman & Diu,0,2001,Foreigners,Others,Female,0,0,0,0
Daman & Diu,0,2001,Foreigners,Others,Male,0,0,0,0
Daman & Diu,0,2001,Foreigners,Under Trials,Female,0,0,0,0
Daman & Diu,0,2001,Foreigners,Under Trials,Male,0,0,0,0
Daman & Diu,0,2001,Indians,Convicts,Female,0,0,0,0
Daman & Diu,0,2001,Indians,Convicts,Male,0,8,12,3
Daman & Diu,0,2001,Indians,Detenus,Female,0,0,0,0
Daman & Diu,0,2001,Indians,Detenus,Male,0,0,0,0
Daman & Diu,0,2001,Indians,Others,Female,0,0,0,0
Daman & Diu,0,2001,Indians,Others,Male,0,0,0,0
Daman & Diu,0,2001,Indians,Under Trials,Female,0,1,0,0
Daman & Diu,0,2001,Indians,Under Trials,Male,0,11,6,0
Daman & Diu,0,2002,Foreigners,Convicts,Female,0,0,0,0
Daman & Diu,0,2002,Foreigners,Convicts,Male,0,0,0,0
Daman & Diu,0,2002,Foreigners,Detenus,Female,0,0,0,0
Daman & Diu,0,2002,Foreigners,Detenus,Male,0,0,0,0
Daman & Diu,0,2002,Foreigners,Others,Female,0,0,0,0
Daman & Diu,0,2002,Foreigners,Others,Male,0,0,0,0
Daman & Diu,0,2002,Foreigners,Under Trials,Female,0,0,0,0
Daman & Diu,0,2002,Foreigners,Under Trials,Male,0,0,0,0
Daman & Diu,0,2002,Indians,Convicts,Female,0,0,0,0
Daman & Diu,0,2002,Indians,Convicts,Male,0,1,10,2
Daman & Diu,0,2002,Indians,Detenus,Female,0,0,0,0
Daman & Diu,0,2002,Indians,Detenus,Male,0,0,0,0
Daman & Diu,0,2002,Indians,Others,Female,0,0,0,0
Daman & Diu,0,2002,Indians,Others,Male,0,0,0,0
Daman & Diu,0,2002,Indians,Under Trials,Female,0,0,0,0
Daman & Diu,0,2002,Indians,Under Trials,Male,0,14,6,0
Daman & Diu,0,2003,Foreigners,Convicts,Female,0,0,0,0
Daman & Diu,0,2003,Foreigners,Convicts,Male,0,0,0,0
Daman & Diu,0,2003,Foreigners,Detenus,Female,0,0,0,0
Daman & Diu,0,2003,Foreigners,Detenus,Male,0,0,0,0
Daman & Diu,0,2003,Foreigners,Others,Female,0,0,0,0
Daman & Diu,0,2003,Foreigners,Others,Male,0,0,0,0
Daman & Diu,0,2003,Foreigners,Under Trials,Female,0,0,0,0
Daman & Diu,0,2003,Foreigners,Under Trials,Male,0,0,0,0
Daman & Diu,0,2003,Indians,Convicts,Female,0,0,0,0
Daman & Diu,0,2003,Indians,Convicts,Male,0,0,13,0
Daman & Diu,0,2003,Indians,Detenus,Female,0,0,0,0
Daman & Diu,0,2003,Indians,Detenus,Male,0,0,0,0
Daman & Diu,0,2003,Indians,Others,Female,0,0,0,0
Daman & Diu,0,2003,Indians,Others,Male,0,0,0,0
Daman & Diu,0,2003,Indians,Under Trials,Female,0,0,0,0
Daman & Diu,0,2003,Indians,Under Trials,Male,1,15,3,1
Daman & Diu,0,2004,Foreigners,Convicts,Female,0,0,0,0
Daman & Diu,0,2004,Foreigners,Convicts,Male,0,0,0,0
Daman & Diu,0,2004,Foreigners,Detenus,Female,0,0,0,0
Daman & Diu,0,2004,Foreigners,Detenus,Male,0,0,0,0
Daman & Diu,0,2004,Foreigners,Others,Female,0,0,0,0
Daman & Diu,0,2004,Foreigners,Others,Male,0,0,0,0
Daman & Diu,0,2004,Foreigners,Under Trials,Female,0,0,0,0
Daman & Diu,0,2004,Foreigners,Under Trials,Male,0,0,0,0
Daman & Diu,0,2004,Indians,Convicts,Female,0,0,0,0
Daman & Diu,0,2004,Indians,Convicts,Male,0,0,6,2
Daman & Diu,0,2004,Indians,Detenus,Female,0,0,0,0
Daman & Diu,0,2004,Indians,Detenus,Male,0,0,0,0
Daman & Diu,0,2004,Indians,Others,Female,0,0,0,0
Daman & Diu,0,2004,Indians,Others,Male,0,0,0,0
Daman & Diu,0,2004,Indians,Under Trials,Female,0,0,1,0
Daman & Diu,0,2004,Indians,Under Trials,Male,1,13,2,2
Daman & Diu,0,2005,Foreigners,Convicts,Female,0,0,0,0
Daman & Diu,0,2005,Foreigners,Convicts,Male,0,0,0,0
Daman & Diu,0,2005,Foreigners,Detenus,Female,0,0,0,0
Daman & Diu,0,2005,Foreigners,Detenus,Male,0,0,0,0
Daman & Diu,0,2005,Foreigners,Others,Female,0,0,0,0
Daman & Diu,0,2005,Foreigners,Others,Male,0,0,0,0
Daman & Diu,0,2005,Foreigners,Under Trials,Female,0,0,0,0
Daman & Diu,0,2005,Foreigners,Under Trials,Male,0,0,0,0
Daman & Diu,0,2005,Indians,Convicts,Female,0,0,0,0
Daman & Diu,0,2005,Indians,Convicts,Male,0,1,7,3
Daman & Diu,0,2005,Indians,Detenus,Female,0,0,0,0
Daman & Diu,0,2005,Indians,Detenus,Male,0,0,0,0
Daman & Diu,0,2005,Indians,Others,Female,0,0,0,0
Daman & Diu,0,2005,Indians,Others,Male,0,0,0,0
Daman & Diu,0,2005,Indians,Under Trials,Female,0,0,1,0
Daman & Diu,0,2005,Indians,Under Trials,Male,0,16,7,0
Daman & Diu,0,2006,Foreigners,Convicts,Female,0,0,0,0
Daman & Diu,0,2006,Foreigners,Convicts,Male,0,0,0,0
Daman & Diu,0,2006,Foreigners,Detenus,Female,0,0,0,0
Daman & Diu,0,2006,Foreigners,Detenus,Male,0,0,0,0
Daman & Diu,0,2006,Foreigners,Others,Female,0,0,0,0
Daman & Diu,0,2006,Foreigners,Others,Male,0,0,0,0
Daman & Diu,0,2006,Foreigners,Under Trials,Female,0,0,0,0
Daman & Diu,0,2006,Foreigners,Under Trials,Male,0,0,0,0
Daman & Diu,0,2006,Indians,Convicts,Female,0,0,0,0
Daman & Diu,0,2006,Indians,Convicts,Male,0,8,2,2
Daman & Diu,0,2006,Indians,Detenus,Female,0,0,0,0
Daman & Diu,0,2006,Indians,Detenus,Male,0,0,0,0
Daman & Diu,0,2006,Indians,Others,Female,0,0,0,0
Daman & Diu,0,2006,Indians,Others,Male,0,0,0,0
Daman & Diu,0,2006,Indians,Under Trials,Female,0,1,0,0
Daman & Diu,0,2006,Indians,Under Trials,Male,0,34,6,1
Daman & Diu,0,2007,Foreigners,Convicts,Female,0,0,0,0
Daman & Diu,0,2007,Foreigners,Convicts,Male,0,0,0,0
Daman & Diu,0,2007,Foreigners,Detenus,Female,0,0,0,0
Daman & Diu,0,2007,Foreigners,Detenus,Male,0,0,0,0
Daman & Diu,0,2007,Foreigners,Others,Female,0,0,0,0
Daman & Diu,0,2007,Foreigners,Others,Male,0,0,0,0
Daman & Diu,0,2007,Foreigners,Under Trials,Female,0,0,0,0
Daman & Diu,0,2007,Foreigners,Under Trials,Male,0,0,0,0
Daman & Diu,0,2007,Indians,Convicts,Female,0,0,2,0
Daman & Diu,0,2007,Indians,Convicts,Male,0,3,4,1
Daman & Diu,0,2007,Indians,Detenus,Female,0,0,0,0
Daman & Diu,0,2007,Indians,Detenus,Male,0,0,0,0
Daman & Diu,0,2007,Indians,Others,Female,0,0,0,0
Daman & Diu,0,2007,Indians,Others,Male,0,0,0,0
Daman & Diu,0,2007,Indians,Under Trials,Female,0,0,4,0
Daman & Diu,0,2007,Indians,Under Trials,Male,0,31,19,2
Daman & Diu,0,2008,Foreigners,Convicts,Female,0,0,0,0
Daman & Diu,0,2008,Foreigners,Convicts,Male,0,0,0,0
Daman & Diu,0,2008,Foreigners,Detenus,Female,0,0,0,0
Daman & Diu,0,2008,Foreigners,Detenus,Male,0,0,0,0
Daman & Diu,0,2008,Foreigners,Others,Female,0,0,0,0
Daman & Diu,0,2008,Foreigners,Others,Male,0,0,0,0
Daman & Diu,0,2008,Foreigners,Under Trials,Female,0,0,0,0
Daman & Diu,0,2008,Foreigners,Under Trials,Male,0,0,0,0
Daman & Diu,0,2008,Indians,Convicts,Female,0,2,0,0
Daman & Diu,0,2008,Indians,Convicts,Male,0,7,4,3
Daman & Diu,0,2008,Indians,Detenus,Female,0,0,0,0
Daman & Diu,0,2008,Indians,Detenus,Male,0,0,0,0
Daman & Diu,0,2008,Indians,Others,Female,0,0,0,0
Daman & Diu,0,2008,Indians,Others,Male,0,0,0,0
Daman & Diu,0,2008,Indians,Under Trials,Female,0,0,1,0
Daman & Diu,0,2008,Indians,Under Trials,Male,0,18,8,0
Daman & Diu,0,2009,Foreigners,Convicts,Female,0,0,0,0
Daman & Diu,0,2009,Foreigners,Convicts,Male,0,0,0,0
Daman & Diu,0,2009,Foreigners,Detenus,Female,0,0,0,0
Daman & Diu,0,2009,Foreigners,Detenus,Male,0,0,0,0
Daman & Diu,0,2009,Foreigners,Others,Female,0,0,0,0
Daman & Diu,0,2009,Foreigners,Others,Male,0,0,0,0
Daman & Diu,0,2009,Foreigners,Under Trials,Female,0,0,0,0
Daman & Diu,0,2009,Foreigners,Under Trials,Male,0,0,0,0
Daman & Diu,0,2009,Indians,Convicts,Female,0,0,1,0
Daman & Diu,0,2009,Indians,Convicts,Male,0,7,6,2
Daman & Diu,0,2009,Indians,Detenus,Female,0,0,0,0
Daman & Diu,0,2009,Indians,Detenus,Male,0,0,0,0
Daman & Diu,0,2009,Indians,Others,Female,0,0,0,0
Daman & Diu,0,2009,Indians,Others,Male,0,0,0,0
Daman & Diu,0,2009,Indians,Under Trials,Female,0,0,0,0
Daman & Diu,0,2009,Indians,Under Trials,Male,0,9,15,0
Daman & Diu,0,2010,Foreigners,Convicts,Female,0,0,0,0
Daman & Diu,0,2010,Foreigners,Convicts,Male,0,0,0,0
Daman & Diu,0,2010,Foreigners,Detenus,Female,0,0,0,0
Daman & Diu,0,2010,Foreigners,Detenus,Male,0,0,0,0
Daman & Diu,0,2010,Foreigners,Others,Female,0,0,0,0
Daman & Diu,0,2010,Foreigners,Others,Male,0,0,0,0
Daman & Diu,0,2010,Foreigners,Under Trials,Female,0,0,0,0
Daman & Diu,0,2010,Foreigners,Under Trials,Male,0,0,0,0
Daman & Diu,0,2010,Indians,Convicts,Female,0,0,1,0
Daman & Diu,0,2010,Indians,Convicts,Male,0,2,7,4
Daman & Diu,0,2010,Indians,Detenus,Female,0,0,0,0
Daman & Diu,0,2010,Indians,Detenus,Male,0,0,0,0
Daman & Diu,0,2010,Indians,Others,Female,0,0,0,0
Daman & Diu,0,2010,Indians,Others,Male,0,0,0,0
Daman & Diu,0,2010,Indians,Under Trials,Female,0,0,0,0
Daman & Diu,0,2010,Indians,Under Trials,Male,0,12,4,0
Daman & Diu,0,2011,Foreigners,Convicts,Female,0,0,0,0
Daman & Diu,0,2011,Foreigners,Convicts,Male,0,0,0,0
Daman & Diu,0,2011,Foreigners,Detenus,Female,0,0,0,0
Daman & Diu,0,2011,Foreigners,Detenus,Male,0,0,0,0
Daman & Diu,0,2011,Foreigners,Others,Female,0,0,0,0
Daman & Diu,0,2011,Foreigners,Others,Male,0,0,0,0
Daman & Diu,0,2011,Foreigners,Under Trials,Female,0,0,0,0
Daman & Diu,0,2011,Foreigners,Under Trials,Male,0,0,0,0
Daman & Diu,0,2011,Indians,Convicts,Female,0,0,1,0
Daman & Diu,0,2011,Indians,Convicts,Male,0,5,6,0
Daman & Diu,0,2011,Indians,Detenus,Female,0,0,0,0
Daman & Diu,0,2011,Indians,Detenus,Male,0,0,0,0
Daman & Diu,0,2011,Indians,Others,Female,0,0,0,0
Daman & Diu,0,2011,Indians,Others,Male,0,0,0,0
Daman & Diu,0,2011,Indians,Under Trials,Female,0,0,0,0
Daman & Diu,0,2011,Indians,Under Trials,Male,0,8,9,0
Daman & Diu,0,2012,Foreigners,Convicts,Female,0,0,0,0
Daman & Diu,0,2012,Foreigners,Convicts,Male,0,0,0,0
Daman & Diu,0,2012,Foreigners,Detenus,Female,0,0,0,0
Daman & Diu,0,2012,Foreigners,Detenus,Male,0,0,0,0
Daman & Diu,0,2012,Foreigners,Others,Female,0,0,0,0
Daman & Diu,0,2012,Foreigners,Others,Male,0,0,0,0
Daman & Diu,0,2012,Foreigners,Under Trials,Female,0,0,0,0
Daman & Diu,0,2012,Foreigners,Under Trials,Male,0,0,0,0
Daman & Diu,0,2012,Indians,Convicts,Female,0,0,1,0
Daman & Diu,0,2012,Indians,Convicts,Male,0,5,5,3
Daman & Diu,0,2012,Indians,Detenus,Female,0,0,0,0
Daman & Diu,0,2012,Indians,Detenus,Male,0,0,0,0
Daman & Diu,0,2012,Indians,Others,Female,0,0,0,0
Daman & Diu,0,2012,Indians,Others,Male,0,0,0,0
Daman & Diu,0,2012,Indians,Under Trials,Female,0,1,0,0
Daman & Diu,0,2012,Indians,Under Trials,Male,0,7,3,0
Daman & Diu,0,2013,Foreigners,Convicts,Female,0,0,0,0
Daman & Diu,0,2013,Foreigners,Convicts,Male,0,0,0,0
Daman & Diu,0,2013,Foreigners,Detenus,Female,0,0,0,0
Daman & Diu,0,2013,Foreigners,Detenus,Male,0,0,0,0
Daman & Diu,0,2013,Foreigners,Others,Female,0,0,0,0
Daman & Diu,0,2013,Foreigners,Others,Male,0,0,0,0
Daman & Diu,0,2013,Foreigners,Under Trials,Female,0,0,0,0
Daman & Diu,0,2013,Foreigners,Under Trials,Male,0,0,0,0
Daman & Diu,0,2013,Indians,Convicts,Female,0,0,1,0
Daman & Diu,0,2013,Indians,Convicts,Male,0,6,7,4
Daman & Diu,0,2013,Indians,Detenus,Female,0,0,0,0
Daman & Diu,0,2013,Indians,Detenus,Male,0,0,0,0
Daman & Diu,0,2013,Indians,Others,Female,0,0,0,0
Daman & Diu,0,2013,Indians,Others,Male,0,0,0,0
Daman & Diu,0,2013,Indians,Under Trials,Female,0,0,0,0
Daman & Diu,0,2013,Indians,Under Trials,Male,0,23,14,1
Delhi,0,2001,Foreigners,Convicts,Female,0,1,1,1
Delhi,0,2001,Foreigners,Convicts,Male,0,14,17,2
Delhi,0,2001,Foreigners,Detenus,Female,0,0,0,0
Delhi,0,2001,Foreigners,Detenus,Male,0,1,4,0
Delhi,0,2001,Foreigners,Others,Female,0,0,0,0
Delhi,0,2001,Foreigners,Others,Male,0,0,0,0
Delhi,0,2001,Foreigners,Under Trials,Female,0,13,9,0
Delhi,0,2001,Foreigners,Under Trials,Male,0,101,134,11
Delhi,0,2001,Indians,Convicts,Female,0,35,56,23
Delhi,0,2001,Indians,Convicts,Male,60,1030,742,239
Delhi,0,2001,Indians,Detenus,Female,0,0,1,0
Delhi,0,2001,Indians,Detenus,Male,0,22,16,6
Delhi,0,2001,Indians,Others,Female,0,0,0,0
Delhi,0,2001,Indians,Others,Male,0,0,0,0
Delhi,0,2001,Indians,Under Trials,Female,0,149,162,53
Delhi,0,2001,Indians,Under Trials,Male,426,5665,1871,158
Delhi,0,2002,Foreigners,Convicts,Female,0,1,2,0
Delhi,0,2002,Foreigners,Convicts,Male,0,14,28,1
Delhi,0,2002,Foreigners,Detenus,Female,0,0,0,0
Delhi,0,2002,Foreigners,Detenus,Male,0,10,1,0
Delhi,0,2002,Foreigners,Others,Female,0,0,0,0
Delhi,0,2002,Foreigners,Others,Male,0,0,0,0
Delhi,0,2002,Foreigners,Under Trials,Female,0,13,2,0
Delhi,0,2002,Foreigners,Under Trials,Male,0,93,139,11
Delhi,0,2002,Indians,Convicts,Female,0,35,54,23
Delhi,0,2002,Indians,Convicts,Male,0,1294,757,124
Delhi,0,2002,Indians,Detenus,Female,0,0,1,0
Delhi,0,2002,Indians,Detenus,Male,0,14,22,4
Delhi,0,2002,Indians,Others,Female,0,0,0,0
Delhi,0,2002,Indians,Others,Male,0,0,0,0
Delhi,0,2002,Indians,Under Trials,Female,0,140,196,30
Delhi,0,2002,Indians,Under Trials,Male,0,6825,1929,278
Delhi,0,2003,Foreigners,Convicts,Female,0,1,2,1
